file,line,value,func,context
src/composing/analysis/chord/chordanalyzer.cpp,235,6,categorizeExtraNote,case 6:  // #11 / b5
src/composing/analysis/chord/chordanalyzer.cpp,236,8,categorizeExtraNote,case 8:  // b13 / #5
src/composing/analysis/chord/chordanalyzer.cpp,237,9,categorizeExtraNote,case 9:  // 13 / 6
src/composing/analysis/chord/chordanalyzer.cpp,238,10,categorizeExtraNote,case 10: // minor 7
src/composing/analysis/chord/chordanalyzer.cpp,239,11,categorizeExtraNote,case 11: // major 7
src/composing/analysis/chord/chordanalyzer.cpp,268,12,detectExtensions,"ExtensionFlags detectExtensions(const std::array<double, 12>& pcWeight,"
src/composing/analysis/chord/chordanalyzer.cpp,271,12,detectExtensions,"const std::array<int, 12>& tpcForPc,"
src/composing/analysis/chord/chordanalyzer.cpp,276,12,detectExtensions,return pcWeight[static_cast<size_t>((rootPc + semitones) % 12)];
src/composing/analysis/chord/chordanalyzer.cpp,281,10,detectExtensions,const bool rawMin7  = w(10) > kSeventhThreshold;
src/composing/analysis/chord/chordanalyzer.cpp,282,11,detectExtensions,const bool rawMaj7  = w(11) > kSeventhThreshold;
src/composing/analysis/chord/chordanalyzer.cpp,283,9,detectExtensions,const bool rawDim7  = (quality == ChordQuality::Diminished) && (w(9) > extThreshold);
src/composing/analysis/chord/chordanalyzer.cpp,288,10,detectExtensions,const int pc10 = static_cast<size_t>((rootPc + 10) % 12);
src/composing/analysis/chord/chordanalyzer.cpp,288,12,detectExtensions,const int pc10 = static_cast<size_t>((rootPc + 10) % 12);
src/composing/analysis/chord/chordanalyzer.cpp,291,10,detectExtensions,&& (tpc10 - rootTpc == 10);
src/composing/analysis/chord/chordanalyzer.cpp,299,9,detectExtensions,f.hasAddedSixth = w(9) > extThreshold && !rawMin7 && !rawMaj7
src/composing/analysis/chord/chordanalyzer.cpp,302,2,detectExtensions,f.hasNinthNatural = w(2) > extThreshold;
src/composing/analysis/chord/chordanalyzer.cpp,309,3,detectExtensions,f.hasNinthSharp   = w(3) > extThreshold
src/composing/analysis/chord/chordanalyzer.cpp,310,4,detectExtensions,&& (quality != ChordQuality::Major || w(4) > extThreshold)
src/composing/analysis/chord/chordanalyzer.cpp,316,5,detectExtensions,f.hasEleventh = w(5) > extThreshold;  // P4: stays at general threshold
src/composing/analysis/chord/chordanalyzer.cpp,320,9,detectExtensions,f.hasThirteenth = w(9) > extThreshold && hasSeventh;
src/composing/analysis/chord/chordanalyzer.cpp,324,10,detectExtensions,const int pc10 = static_cast<size_t>((rootPc + 10) % 12);
src/composing/analysis/chord/chordanalyzer.cpp,324,12,detectExtensions,const int pc10 = static_cast<size_t>((rootPc + 10) % 12);
src/composing/analysis/chord/chordanalyzer.cpp,327,10,detectExtensions,&& (tpc10 - rootTpc == 10);
src/composing/analysis/chord/chordanalyzer.cpp,328,10,detectExtensions,f.hasThirteenthSharp = w(10) > extThreshold && isSharp13Spelling
src/composing/analysis/chord/chordanalyzer.cpp,334,7,detectExtensions,const bool naturalFifthPresent = (quality != ChordQuality::Augmented) && (w(7) > extThreshold);
src/composing/analysis/chord/chordanalyzer.cpp,339,6,detectExtensions,const bool rawFlatFifth = w(6) > extThreshold
src/composing/analysis/chord/chordanalyzer.cpp,343,6,detectExtensions,const int pc6  = (rootPc + 6) % 12;
src/composing/analysis/chord/chordanalyzer.cpp,343,12,detectExtensions,const int pc6  = (rootPc + 6) % 12;
src/composing/analysis/chord/chordanalyzer.cpp,355,6,detectExtensions,f.hasEleventhSharp = w(6) > 0.3 && !f.hasFlatFifth
src/composing/analysis/chord/chordanalyzer.cpp,355,0.3,detectExtensions,f.hasEleventhSharp = w(6) > 0.3 && !f.hasFlatFifth
src/composing/analysis/chord/chordanalyzer.cpp,365,8,detectExtensions,const int pc8  = (rootPc + 8) % 12;
src/composing/analysis/chord/chordanalyzer.cpp,365,12,detectExtensions,const int pc8  = (rootPc + 8) % 12;
src/composing/analysis/chord/chordanalyzer.cpp,371,8,detectExtensions,f.hasSharpFifth     = w(8) > extThreshold && !fifthSlotOrMinorFlat6;
src/composing/analysis/chord/chordanalyzer.cpp,375,8,detectExtensions,f.hasThirteenthFlat = w(8) > 0.3 && fifthSlotOrMinorFlat6
src/composing/analysis/chord/chordanalyzer.cpp,375,0.3,detectExtensions,f.hasThirteenthFlat = w(8) > 0.3 && fifthSlotOrMinorFlat6
src/composing/analysis/chord/chordanalyzer.cpp,376,7,detectExtensions,&& (hasSeventh || (quality == ChordQuality::Minor && w(7) > 0.2));
src/composing/analysis/chord/chordanalyzer.cpp,376,0.2,detectExtensions,&& (hasSeventh || (quality == ChordQuality::Minor && w(7) > 0.2));
src/composing/analysis/chord/chordanalyzer.cpp,449,12,scoreTemplateTones,"const std::array<double, 12>& pcWeight)"
src/composing/analysis/chord/chordanalyzer.cpp,451,0.0,scoreTemplateTones,double score = 0.0;
src/composing/analysis/chord/chordanalyzer.cpp,453,12,scoreTemplateTones,const int chordPc = (rootPc + tpl.intervals[i]) % 12;
src/composing/analysis/chord/chordanalyzer.cpp,472,12,scoreExtraNotes,"const std::array<double, 12>& pcWeight,"
src/composing/analysis/chord/chordanalyzer.cpp,473,12,scoreExtraNotes,"const std::array<int, 12>& tpcForPc)"
src/composing/analysis/chord/chordanalyzer.cpp,480,3,scoreExtraNotes,&& (tpl.intervals.size() < 3 || tpl.intervals[2] == 7));
src/composing/analysis/chord/chordanalyzer.cpp,480,2,scoreExtraNotes,&& (tpl.intervals.size() < 3 || tpl.intervals[2] == 7));
src/composing/analysis/chord/chordanalyzer.cpp,480,7,scoreExtraNotes,&& (tpl.intervals.size() < 3 || tpl.intervals[2] == 7));
src/composing/analysis/chord/chordanalyzer.cpp,482,0.0,scoreExtraNotes,double score = 0.0;
src/composing/analysis/chord/chordanalyzer.cpp,483,12,scoreExtraNotes,for (int pc = 0; pc < 12; ++pc) {
src/composing/analysis/chord/chordanalyzer.cpp,485,0.01,scoreExtraNotes,if (w < 0.01) {
src/composing/analysis/chord/chordanalyzer.cpp,491,12,scoreExtraNotes,if (((rootPc + interval) % 12) == pc) { inTemplate = true; break; }
src/composing/analysis/chord/chordanalyzer.cpp,501,3,scoreExtraNotes,if (tpl.quality == ChordQuality::Major && rel == 3) {
src/composing/analysis/chord/chordanalyzer.cpp,503,4,scoreExtraNotes,if (pcWeight[static_cast<size_t>((rootPc + 4) % 12)] < 0.1) {
src/composing/analysis/chord/chordanalyzer.cpp,503,12,scoreExtraNotes,if (pcWeight[static_cast<size_t>((rootPc + 4) % 12)] < 0.1) {
src/composing/analysis/chord/chordanalyzer.cpp,503,0.1,scoreExtraNotes,if (pcWeight[static_cast<size_t>((rootPc + 4) % 12)] < 0.1) {
src/composing/analysis/chord/chordanalyzer.cpp,507,3,scoreExtraNotes,if (tpl.quality == ChordQuality::Suspended4 && rel == 3) {
src/composing/analysis/chord/chordanalyzer.cpp,509,5,scoreExtraNotes,if (pcWeight[static_cast<size_t>(normalizePc(rootPc + 5))] < 0.1) {
src/composing/analysis/chord/chordanalyzer.cpp,509,0.1,scoreExtraNotes,if (pcWeight[static_cast<size_t>(normalizePc(rootPc + 5))] < 0.1) {
src/composing/analysis/chord/chordanalyzer.cpp,515,10,scoreExtraNotes,double extensionFactor = (rel == 10 || rel == 11) ? kExtensionFactor7th
src/composing/analysis/chord/chordanalyzer.cpp,515,11,scoreExtraNotes,double extensionFactor = (rel == 10 || rel == 11) ? kExtensionFactor7th
src/composing/analysis/chord/chordanalyzer.cpp,516,8,scoreExtraNotes,: (rel == 8)               ? kExtensionFactorFlat13
src/composing/analysis/chord/chordanalyzer.cpp,522,3,scoreExtraNotes,if (sus4Standard && rel == 3) {
src/composing/analysis/chord/chordanalyzer.cpp,526,3,scoreExtraNotes,if (noteTpc == rootTpc - 3) {
src/composing/analysis/chord/chordanalyzer.cpp,528,9,scoreExtraNotes,} else if (noteTpc == rootTpc + 9) {
src/composing/analysis/chord/chordanalyzer.cpp,548,12,dim7CharacteristicBonus,"const std::array<double, 12>& pcWeight,"
src/composing/analysis/chord/chordanalyzer.cpp,550,7,dim7CharacteristicBonus,"const std::array<int, 7>& scale,"
src/composing/analysis/chord/chordanalyzer.cpp,554,0.0,dim7CharacteristicBonus,return 0.0;
src/composing/analysis/chord/chordanalyzer.cpp,556,9,dim7CharacteristicBonus,const int dim7Pc = (rootPc + 9) % 12;
src/composing/analysis/chord/chordanalyzer.cpp,556,12,dim7CharacteristicBonus,const int dim7Pc = (rootPc + 9) % 12;
src/composing/analysis/chord/chordanalyzer.cpp,558,0.0,dim7CharacteristicBonus,return 0.0;
src/composing/analysis/chord/chordanalyzer.cpp,567,3,dim7CharacteristicBonus,const int b3Pc = (rootPc + 3) % 12;
src/composing/analysis/chord/chordanalyzer.cpp,567,12,dim7CharacteristicBonus,const int b3Pc = (rootPc + 3) % 12;
src/composing/analysis/chord/chordanalyzer.cpp,568,6,dim7CharacteristicBonus,const int b5Pc = (rootPc + 6) % 12;
src/composing/analysis/chord/chordanalyzer.cpp,568,12,dim7CharacteristicBonus,const int b5Pc = (rootPc + 6) % 12;
src/composing/analysis/chord/chordanalyzer.cpp,572,0.0,dim7CharacteristicBonus,return 0.0;
src/composing/analysis/chord/chordanalyzer.cpp,575,12,dim7CharacteristicBonus,if ((keyTonicPc + interval) % 12 == dim7Pc) {
src/composing/analysis/chord/chordanalyzer.cpp,576,0.0,dim7CharacteristicBonus,return 0.0;  // diatonic — no bonus
src/composing/analysis/chord/chordanalyzer.cpp,593,12,countTpcMatches,"const std::array<int, 12>& tpcForPc)"
src/composing/analysis/chord/chordanalyzer.cpp,601,12,countTpcMatches,const int chordPc   = (rootPc + tpl.intervals[i]) % 12;
src/composing/analysis/chord/chordanalyzer.cpp,628,12,nonBassAdjustment,"const std::array<int, 12>& tpcForPc)"
src/composing/analysis/chord/chordanalyzer.cpp,631,4,nonBassAdjustment,&& tpl.intervals.size() == 4);
src/composing/analysis/chord/chordanalyzer.cpp,633,4,nonBassAdjustment,&& tpl.intervals.size() == 4);
src/composing/analysis/chord/chordanalyzer.cpp,637,0.0,nonBassAdjustment,return 0.0;  // penalty does not apply to this template or this root
src/composing/analysis/chord/chordanalyzer.cpp,641,4,nonBassAdjustment,&& tpl.intervals.size() == 4
src/composing/analysis/chord/chordanalyzer.cpp,642,2,nonBassAdjustment,&& tpl.intervals[2] != 7);
src/composing/analysis/chord/chordanalyzer.cpp,642,7,nonBassAdjustment,&& tpl.intervals[2] != 7);
src/composing/analysis/chord/chordanalyzer.cpp,648,0.0,nonBassAdjustment,return waiverApplies ? 0.0 : -kNonBassPenalty;
src/composing/analysis/chord/chordanalyzer.cpp,656,12,structuralPenalties,"const std::array<double, 12>& pcWeight,"
src/composing/analysis/chord/chordanalyzer.cpp,657,12,structuralPenalties,"const std::array<int, 12>& tpcForPc,"
src/composing/analysis/chord/chordanalyzer.cpp,661,0.0,structuralPenalties,double score = 0.0;
src/composing/analysis/chord/chordanalyzer.cpp,674,5,structuralPenalties,[](int i) { return i == 5; });
src/composing/analysis/chord/chordanalyzer.cpp,676,3,structuralPenalties,&& tpl.intervals.size() >= 3
src/composing/analysis/chord/chordanalyzer.cpp,677,2,structuralPenalties,&& tpl.intervals[2] == 6;
src/composing/analysis/chord/chordanalyzer.cpp,677,6,structuralPenalties,&& tpl.intervals[2] == 6;
src/composing/analysis/chord/chordanalyzer.cpp,679,5,structuralPenalties,const int fourthPc = static_cast<int>((rootPc + 5) % 12);
src/composing/analysis/chord/chordanalyzer.cpp,679,12,structuralPenalties,const int fourthPc = static_cast<int>((rootPc + 5) % 12);
src/composing/analysis/chord/chordanalyzer.cpp,688,4,structuralPenalties,&& tpl.intervals.size() == 4
src/composing/analysis/chord/chordanalyzer.cpp,689,2,structuralPenalties,&& tpl.intervals[2] != 7);
src/composing/analysis/chord/chordanalyzer.cpp,689,7,structuralPenalties,&& tpl.intervals[2] != 7);
src/composing/analysis/chord/chordanalyzer.cpp,691,3,structuralPenalties,const int seventhPc = (rootPc + tpl.intervals[3]) % 12;
src/composing/analysis/chord/chordanalyzer.cpp,691,12,structuralPenalties,const int seventhPc = (rootPc + tpl.intervals[3]) % 12;
src/composing/analysis/chord/chordanalyzer.cpp,692,0.05,structuralPenalties,if (pcWeight[static_cast<size_t>(seventhPc)] < 0.05) {
src/composing/analysis/chord/chordanalyzer.cpp,700,4,structuralPenalties,&& tpl.intervals.size() == 4
src/composing/analysis/chord/chordanalyzer.cpp,701,3,structuralPenalties,&& tpl.intervals[3] == 11);
src/composing/analysis/chord/chordanalyzer.cpp,701,11,structuralPenalties,&& tpl.intervals[3] == 11);
src/composing/analysis/chord/chordanalyzer.cpp,703,7,structuralPenalties,const int fifthPc = (rootPc + 7) % 12;
src/composing/analysis/chord/chordanalyzer.cpp,703,12,structuralPenalties,const int fifthPc = (rootPc + 7) % 12;
src/composing/analysis/chord/chordanalyzer.cpp,704,0.05,structuralPenalties,if (pcWeight[static_cast<size_t>(fifthPc)] < 0.05) {
src/composing/analysis/chord/chordanalyzer.cpp,714,4,structuralPenalties,&& tpl.intervals.size() == 4
src/composing/analysis/chord/chordanalyzer.cpp,715,2,structuralPenalties,&& tpl.intervals[2] == 6);
src/composing/analysis/chord/chordanalyzer.cpp,715,6,structuralPenalties,&& tpl.intervals[2] == 6);
src/composing/analysis/chord/chordanalyzer.cpp,717,6,structuralPenalties,const int tritonePc  = (rootPc + 6) % 12;
src/composing/analysis/chord/chordanalyzer.cpp,717,12,structuralPenalties,const int tritonePc  = (rootPc + 6) % 12;
src/composing/analysis/chord/chordanalyzer.cpp,721,6,structuralPenalties,&& tritTpcNow - rootTpcNow == -6);
src/composing/analysis/chord/chordanalyzer.cpp,725,3,structuralPenalties,const int minorSeventhPc = (rootPc + tpl.intervals[3]) % 12;
src/composing/analysis/chord/chordanalyzer.cpp,725,12,structuralPenalties,const int minorSeventhPc = (rootPc + tpl.intervals[3]) % 12;
src/composing/analysis/chord/chordanalyzer.cpp,726,0.05,structuralPenalties,if (pcWeight[static_cast<size_t>(minorSeventhPc)] < 0.05) {
src/composing/analysis/chord/chordanalyzer.cpp,733,3,structuralPenalties,if (tpl.quality == ChordQuality::Power && distinctPcs >= 3) {
src/composing/analysis/chord/chordanalyzer.cpp,744,12,tpcConsistencyBonus,"const std::array<int, 12>& tpcForPc,"
src/composing/analysis/chord/chordanalyzer.cpp,753,12,bassRootBonusMultiplier,"const std::array<double, 12>& pcWeight,"
src/composing/analysis/chord/chordanalyzer.cpp,762,3,bassRootBonusMultiplier,return interval == 3 || interval == 4;
src/composing/analysis/chord/chordanalyzer.cpp,762,4,bassRootBonusMultiplier,return interval == 3 || interval == 4;
src/composing/analysis/chord/chordanalyzer.cpp,766,3,bassRootBonusMultiplier,return (interval == 3 || interval == 4)
src/composing/analysis/chord/chordanalyzer.cpp,766,4,bassRootBonusMultiplier,return (interval == 3 || interval == 4)
src/composing/analysis/chord/chordanalyzer.cpp,772,6,bassRootBonusMultiplier,return (interval == 6 || interval == 7 || interval == 8)
src/composing/analysis/chord/chordanalyzer.cpp,772,7,bassRootBonusMultiplier,return (interval == 6 || interval == 7 || interval == 8)
src/composing/analysis/chord/chordanalyzer.cpp,772,8,bassRootBonusMultiplier,return (interval == 6 || interval == 7 || interval == 8)
src/composing/analysis/chord/chordanalyzer.cpp,777,3,bassRootBonusMultiplier,&& tpl.intervals.size() == 3);
src/composing/analysis/chord/chordanalyzer.cpp,781,1.0,bassRootBonusMultiplier,return 1.0;
src/composing/analysis/chord/chordanalyzer.cpp,787,1.0,bassRootBonusMultiplier,return isBareSuspensionTriad ? prefs.bassRootThirdOnlyMultiplier : 1.0;
src/composing/analysis/chord/chordanalyzer.cpp,795,3,bassRootBonusMultiplier,if (hasPitchClass(rootPc + 3) || hasPitchClass(rootPc + 4)) {
src/composing/analysis/chord/chordanalyzer.cpp,795,4,bassRootBonusMultiplier,if (hasPitchClass(rootPc + 3) || hasPitchClass(rootPc + 4)) {
src/composing/analysis/chord/chordanalyzer.cpp,804,12,templateHasMatchingThird,"const std::array<double, 12>& pcWeight)"
src/composing/analysis/chord/chordanalyzer.cpp,808,3,templateHasMatchingThird,return (interval == 3 || interval == 4)
src/composing/analysis/chord/chordanalyzer.cpp,808,4,templateHasMatchingThird,return (interval == 3 || interval == 4)
src/composing/analysis/chord/chordanalyzer.cpp,809,0.05,templateHasMatchingThird,&& pcWeight[static_cast<size_t>(normalizePc(rootPc + interval))] > 0.05;
