file,tag,reason
src/composing/analysis/harmony/harmonicsegmenter.cpp,RETIRES,L2-LEGACY greedy-expand segmenter impl — retires R6; #12-check kAnchorMinScore/kRound2MinScore + greedy-expand interpretation
src/composing/analysis/harmony/harmonicsegmenter.h,RETIRES,"L2-LEGACY greedy-expand segmenter — retires R6 (segment-first spine), superseded by the change-point slicer; #12-check the anchor thresholds"
src/composing/analysis/key/keymodeanalyzer.cpp,L3,L3 emission scorer impl (six scoring terms + pairwise disambiguation + family selection)
src/composing/analysis/key/keymodeanalyzer.h,L3,"L3 key/mode EMISSION scorer surface (analyzeKeyMode, 21-mode table helpers, KeyCandidateScore)"
src/composing/analysis/key/keymodeformatting.cpp,L3,L3 key/mode label formatting (tonic-name tables + mode suffix)
src/composing/analysis/key/keymodesequence.cpp,L3,L3 key/mode sequence decoder impl (Viterbi + change cost + confidence over the lattice)
src/composing/analysis/key/keymodesequence.h,L3,"L3 key/mode SEQUENCE DECODER public surface (survivor, LIVE production region key path)"
src/composing/analysis/key/keyresolver.cpp,L3,"L3 windowed resolver impl (dynamic lookahead, hysteresis, partial-signature correction) — serves S2 seed + P4 + diagnostic"
src/composing/analysis/key/keyresolver.h,L3,L3 windowed resolver surface (resolveKeyAndModeRanked + shared resolveKeySignatureContext) — R5 shrink target
src/composing/analysis/key/modepriorpresets.cpp,L3,L3 mode-prior preset table impl (duplicates KeyModeAnalyzerPreferences mode-prior defaults — sync-test-guarded)
src/composing/analysis/key/modepriorpresets.h,L3,L3 mode-prior presets surface (5 named presets over 21 modes)
src/composing/analysis/notemodel/note_model.cpp,L1,Note-model core impl (build/tie-resolve/eligibility/query index) — Architectural Layer 1 (layer1 design §4/§6)
src/composing/analysis/notemodel/note_model.h,L1,Note-model core (NoteModel/NoteQueryIndex) — Architectural Layer 1 fact layer (layer1 design §3/§5)
src/composing/analysis/param/paramoverride.cpp,L3+,"param-override infrastructure — deferred (cross-cutting, not L1/L2)"
src/composing/analysis/param/paramoverride.h,L3+,"param-override infrastructure — deferred (cross-cutting, not L1/L2)"
src/composing/analysis/progression/progressionrecognizer.cpp,L3+,progression recognizer (L5 input) — deferred to the L5 audit
src/composing/analysis/progression/progressionrecognizer.h,L3+,progression recognizer (L5 input) — deferred to the L5 audit
src/composing/analysis/region/harmonicrhythm.h,L3-MIXED,region DTO — carries L3 published key facts (keyModeResult/keyConfidence/keyAlternatives) alongside L4 chord fields — split recorded
src/composing/analysis/region/regionanalyzer.cpp,L3-MIXED,L3 seam (whole-score decode wiring / reach-back loop / localKeyForRegion / applyJointKeyWiring) + L4 chord orchestration + L2-legacy greedyExpand call — split recorded
src/composing/analysis/region/regionanalyzer.h,L3-MIXED,L3 seam surface (analyzeRegions + ReachBackOptions) mixed with L4 chord orchestration options
src/composing/analysis/region/sparsechordrefinement.cpp,L4,L4 chord-quality refinement impl (diatonic-triad promotion from key context) — deferred to the L4 audit
src/composing/analysis/region/sparsechordrefinement.h,L4,L4 chord-quality refinement surface (consumes the L3 key as a prior) — deferred to the L4 audit
src/composing/analysis/scoreharvest/metricweights.cpp,L1,Metric-weight primitive impl — L1.5 notation-derived value (layer2 design §8)
src/composing/analysis/scoreharvest/metricweights.h,L1,Metric-weight primitive (regionMetricWeightForOnsetTick) — L1.5 (layer2 design §8 metric-weight contract)
src/composing/analysis/section/cadencekeyanchor.cpp,L3,L3 key-evidence impl: key-agnostic cadence detection + salience-weighted global tonic anchor
src/composing/analysis/section/cadencekeyanchor.h,L3,L3 key-evidence: key-agnostic authentic-cadence anchor surface (R3 diagnostic; retire post-E5)
src/composing/analysis/section/jointkeydecision.cpp,L3,L3 key-axis joint decision impl (home-pair backbone + soft re-rank Viterbi + scoped joint)
src/composing/analysis/section/jointkeydecision.h,L3,L3 key-axis joint decision surface + the J-key-iii production wiring flag (gated OFF)
src/composing/analysis/section/localmodulationdetector.cpp,L3,L3 key-evidence impl: establishment + cadence-confirmation local-key span commit
src/composing/analysis/section/localmodulationdetector.h,L3,L3 key-evidence: key-agnostic local-modulation detector surface (4d-i diagnostic; not wired)
src/composing/analysis/section/sectionanalyzer.cpp,L3-MIXED,L3 key/mode stabilization + gap-region key context + L5 cadence/pivot labeling — split recorded
src/composing/analysis/section/sectionanalyzer.h,L3-MIXED,L3 key/mode stabilization surface mixed with L5 cadence/pivot labeling surface — split recorded
src/composing/analysis/section/sectioncadencedetection.cpp,L3-MIXED,"L5 cadence/pivot labeling impl (reads L3 key confidence via the 0.8 gate) — L5-deferred, split recorded"
src/composing/analysis/slicing/slicer.cpp,L2,Change-point slicer impl — Architectural Layer 2 survivor (layer2 design §4/§5)
src/composing/analysis/slicing/slicer.h,L2,Change-point slicer (changePointSlices/Slice) — Architectural Layer 2 survivor (layer2 design §3)
src/composing/analysis/types/analysistypes.h,L3-MIXED,cross-layer types leaf — holds L3 KeyModeAnalyzerPreferences/PitchContext/KeySigMode (in scope) + L4 ChordAnalyzerPreferences and other types (deferred to L4) — split recorded
src/composing/analysis/vocabulary/harmonicvocabulary.cpp,L3+,harmonic vocabulary (L4) — deferred to the L4 audit
src/composing/analysis/vocabulary/harmonicvocabulary.h,L3+,harmonic vocabulary (L4) — deferred to the L4 audit
src/composing/analysis/voiceleading/textureclassifier.cpp,L3+,voice-leading analysis (L4/L5); voicelinearview is a derived view but serves L4+ selection — deferred (boundary note in report P3)
src/composing/analysis/voiceleading/textureclassifier.h,L3+,voice-leading analysis (L4/L5); voicelinearview is a derived view but serves L4+ selection — deferred (boundary note in report P3)
src/composing/analysis/voiceleading/textureclassifierreference.h,L3+,voice-leading analysis (L4/L5); voicelinearview is a derived view but serves L4+ selection — deferred (boundary note in report P3)
src/composing/analysis/voiceleading/voiceleadingprofiles.cpp,L3+,voice-leading analysis (L4/L5); voicelinearview is a derived view but serves L4+ selection — deferred (boundary note in report P3)
src/composing/analysis/voiceleading/voiceleadingprofiles.h,L3+,voice-leading analysis (L4/L5); voicelinearview is a derived view but serves L4+ selection — deferred (boundary note in report P3)
src/composing/analysis/voiceleading/voicelinearview.cpp,L3+,voice-leading analysis (L4/L5); voicelinearview is a derived view but serves L4+ selection — deferred (boundary note in report P3)
src/composing/analysis/voiceleading/voicelinearview.h,L3+,voice-leading analysis (L4/L5); voicelinearview is a derived view but serves L4+ selection — deferred (boundary note in report P3)
src/composing/analyzed_section.h,L3+,public output DTO — not L1/L2 analysis
src/composing/composingconfiguration.cpp,L3+,module configuration — not L1/L2 analysis
src/composing/composingconfiguration.h,L3+,module configuration — not L1/L2 analysis
src/composing/composingmodule.cpp,L3+,module registration/wiring — not L1/L2 analysis
src/composing/composingmodule.h,L3+,module registration/wiring — not L1/L2 analysis
src/composing/icomposinganalysisconfiguration.h,L3+,config interface — not L1/L2 analysis
src/composing/icomposingchordstaffconfiguration.h,L3+,config interface — not L1/L2 analysis
src/composing/icomposingconfiguration.h,L3+,config interface — not L1/L2 analysis
src/composing/intonation/CMakeLists.txt,L3+,"tuning subsystem — outside the harmonic-analysis layer stack (separate concern), not L1/L2"
src/composing/intonation/equal_temperament.h,L3+,"tuning subsystem — outside the harmonic-analysis layer stack (separate concern), not L1/L2"
src/composing/intonation/just_intonation.h,L3+,"tuning subsystem — outside the harmonic-analysis layer stack (separate concern), not L1/L2"
src/composing/intonation/kirnberger.h,L3+,"tuning subsystem — outside the harmonic-analysis layer stack (separate concern), not L1/L2"
src/composing/intonation/pythagorean.h,L3+,"tuning subsystem — outside the harmonic-analysis layer stack (separate concern), not L1/L2"
src/composing/intonation/quarter_comma_meantone.h,L3+,"tuning subsystem — outside the harmonic-analysis layer stack (separate concern), not L1/L2"
src/composing/intonation/tuning_keys.h,L3+,"tuning subsystem — outside the harmonic-analysis layer stack (separate concern), not L1/L2"
src/composing/intonation/tuning_registry.cpp,L3+,"tuning subsystem — outside the harmonic-analysis layer stack (separate concern), not L1/L2"
src/composing/intonation/tuning_system.h,L3+,"tuning subsystem — outside the harmonic-analysis layer stack (separate concern), not L1/L2"
src/composing/intonation/tuning_utils.h,L3+,"tuning subsystem — outside the harmonic-analysis layer stack (separate concern), not L1/L2"
src/composing/intonation/werckmeister.h,L3+,"tuning subsystem — outside the harmonic-analysis layer stack (separate concern), not L1/L2"
src/composing/tests/CMakeLists.txt,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/analyzechord_robustness_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/cadencekeyanchor_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/chord_branch_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/chord_mismatch_report.txt,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/chordanalyzer_musicxml_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/chordanalyzer_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/chordsymbolformatter_branch_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/chordvoicing_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/comparison_utils.h,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/comparison_utils_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/chordanalyzer_catalog_jazz.musicxml,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/chordanalyzer_catalog_standard.musicxml,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/chordanalyzer_context.musicxml,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/eb_compound.mscx,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/eb_compound.musicxml,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/eb_dense.mscx,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/eb_dense.musicxml,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/eb_pedal.mscx,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/eb_pedal.musicxml,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/eb_steps.mscx,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/eb_steps.musicxml,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/francis-poulenc-o-magnum-mysterium.mxl,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/jazz_smoke_test.mscx,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/mono_smoke_test.mscx,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/mono_smoke_test.musicxml,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/nm_dense_start.mscx,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/nm_dense_start.musicxml,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/nm_flags.mscx,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/nm_flags.musicxml,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/nm_grace.mscx,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/nm_grace.musicxml,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/nm_long_sustain.mscx,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/nm_long_sustain.musicxml,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/nm_slice_held_melody.mscx,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/nm_slice_held_melody.musicxml,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/nm_slice_ineligible.mscx,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/nm_slice_ineligible.musicxml,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/nm_slice_passing.mscx,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/nm_slice_passing.musicxml,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/nm_slice_release.mscx,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/nm_slice_release.musicxml,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/nm_slice_rest.mscx,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/nm_slice_rest.musicxml,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/nm_solid_theory.mscx,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/nm_staff_eligibility.mscx,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/nm_staff_eligibility.musicxml,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/nm_tie_chain.mscx,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/nm_tie_chain.musicxml,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/nm_two_staff.mscx,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/nm_two_staff.musicxml,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/nm_unison.mscx,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/nm_unison.musicxml,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/organ-sonata-n1-in-e-flat-major-bwv-525-i-allegro.mxl,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/pb_chorale.mscx,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/reachback_anchor.mscx,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/reachback_anchor.musicxml,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/s1c_a_minor_amb.mscx,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/s1c_c_major.mscx,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/s1c_c_minor.mscx,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/s1c_g_dom7.mscx,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/s1c_g_minor.mscx,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/s1c_modulation_cg.mscx,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/s1c_modulation_cg.musicxml,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/s1c_partial_cm.mscx,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/s1c_seg_absorb.mscx,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/s1c_seg_changes.mscx,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/s1c_seg_merge.mscx,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/s1c_unison_c.mscx,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/solid theory.musicxml,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/decode_chord_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/decode_keymode_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/decode_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/diagnose_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/engravingbridge_branch_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/environment.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/forwardoverride_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/functioncadence_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/functionlayer_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/functionmodulation_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/functionoutput_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/functionprogression_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/functionrelationallabel_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/functionresolver_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/functionromannumeral_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/gater_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/grouping_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/harmonicvocabulary_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/jointkeydecision_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/keymode_branch_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/keymodeanalyzer_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/l3_coverage_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/localmodulationdetector_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/modepriorpresets_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/nashville_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/note_model_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/paramoverride_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/phraseboundaryview_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
