file,name,start_line,end_line
src/composing/analysis/region/regionanalyzer.cpp,applyJointKeyWiring,396,554
src/composing/analysis/region/regionanalyzer.cpp,sameKey,677,677
src/composing/analysis/region/regionanalyzer.cpp,analyzeRegions,559,1503
src/composing/analysis/section/cadencekeyanchor.cpp,detectAuthenticCadences,37,98
src/composing/analysis/section/cadencekeyanchor.cpp,aggregateGlobalAnchor,123,205
src/composing/analysis/section/jointkeydecision.cpp,jkdInCollectionFraction,44,57
src/composing/analysis/section/jointkeydecision.cpp,jkdRootDiatonic,60,66
src/composing/analysis/section/jointkeydecision.cpp,jkdChordPinned,94,120
src/composing/analysis/section/jointkeydecision.cpp,setJointKeyWiringEnabled,144,144
src/composing/analysis/section/jointkeydecision.cpp,jointKeyWiringEnabled,145,145
src/composing/analysis/section/jointkeydecision.cpp,decideJointKey,148,397
src/composing/analysis/section/localmodulationdetector.cpp,lmdRootIsDiatonic,59,62
src/composing/analysis/section/localmodulationdetector.cpp,lmdOutOfCollectionCount,65,75
src/composing/analysis/section/localmodulationdetector.cpp,lmdRegionConsistent,81,90
src/composing/analysis/section/localmodulationdetector.cpp,detectLocalModulations,95,208
src/composing/analysis/section/sectionanalyzer.cpp,distinctPitchClassCount,75,88
src/composing/analysis/section/sectionanalyzer.cpp,stabilizeHarmonicRegionsForDisplay,90,163
src/composing/analysis/section/sectionanalyzer.cpp,analyzeSection,174,779
src/composing/analysis/section/sectioncadencedetection.cpp,hasAssertiveKeyConfidence,49,57
src/composing/analysis/section/sectioncadencedetection.cpp,detectCadences,59,142
src/composing/analysis/section/sectioncadencedetection.cpp,detectPivotChords,144,257
src/composing/analysis/types/analysistypes.h,bounds,425,448
src/composing/analysis/types/analysistypes.h,bounds,815,896
