file,line,call,func,context
tools/calibration_fit.py,93,read_text,collect_l3,"km = json.loads(km_path.read_text(encoding=""utf-8""))"
tools/calibration_fit.py,135,read_text,collect_l4,"raw = json.loads(fs_path.read_text(encoding=""utf-8""))"
tools/calibration_fit.py,323,write_text,main,"p.write_text(json.dumps(art, indent=1), encoding=""utf-8"")"
tools/calibration_fit.py,333,write_text,main,"p.write_text(json.dumps(art, indent=1), encoding=""utf-8"")"
tools/calibration_fit.py,58,loads,_corpus_git_hash,"return json.loads(mani.read_text(encoding=""utf-8"")).get(""git_hash"", ""?"")"
tools/calibration_fit.py,323,dumps,main,"p.write_text(json.dumps(art, indent=1), encoding=""utf-8"")"
tools/calibration_fit.py,333,dumps,main,"p.write_text(json.dumps(art, indent=1), encoding=""utf-8"")"
tools/calibration_fit.py,58,read_text,_corpus_git_hash,"return json.loads(mani.read_text(encoding=""utf-8"")).get(""git_hash"", ""?"")"
tools/characterise_bir_false.py,64,loads,validate_corpus_dir,"manifest = json.loads(manifest_path.read_text(encoding=""utf-8""))"
tools/characterise_bir_false.py,126,glob,run,"ours_files = sorted(corpus_dir.glob(""*.ours.json""))"
tools/characterise_bir_false.py,64,read_text,validate_corpus_dir,"manifest = json.loads(manifest_path.read_text(encoding=""utf-8""))"
tools/characterise_bir_false.py,78,glob,validate_corpus_dir,"present = {p.stem.replace("".ours"", """") for p in corpus_dir.glob(""*.ours.json"")}"
tools/characterise_bir_false.py,93,read_bytes,validate_corpus_dir,digest = hashlib.sha256(path.read_bytes()).hexdigest()
tools/compare_analyses.py,118,open,load_analysis,"with open(path, encoding=""utf-8"") as fh:"
tools/compare_analyses.py,119,load,load_analysis,data = json.load(fh)
tools/compare_analyses.py,1163,write_text,main,"Path(args.html).write_text(fragment, encoding=""utf-8"")"
tools/compare_rn.py,538,glob,score_corpus,"ours_files = sorted(ours_dir.glob(""*.ours.json""))"
tools/compare_rn.py,666,glob,grid_score_corpus_tsv,"for p in sorted(ours_dir.glob(""*.ours.json"")):"
tools/compare_rn.py,703,glob,score_corpus_wir,"ours_files = sorted(ours_dir.glob(""*.ours.json""))"
tools/compare_rn.py,990,write_text,main,"Path(args.output).write_text(text + ""\n"", encoding=""utf-8"")"
tools/compare_rn.py,558,glob,discover_corpora,"for cand in sorted(root.glob(cfg[""ours_glob""])):"
tools/dcml_parser.py,83,open,parse_dcml_file,"with open(path, newline='', encoding='utf-8') as f:"
tools/dcml_parser.py,258,open,parse_abc_harmonies_file,"with open(path, newline='', encoding='utf-8') as f:"
tools/dcml_parser.py,360,open,parse_cadence_phrase_markers,"with open(path, newline='', encoding='utf-8') as f:"
tools/dcml_parser.py,494,listdir,find_dcml_file,entries = os.listdir(dcml_dir)
tools/dcml_parser.py,573,open,parse_rntxt_file,"with open(path, encoding='utf-8') as f:"
tools/dcml_parser.py,670,listdir,_build_wir_index,folders = os.listdir(chorales_dir)
tools/dcml_parser.py,680,open,_build_wir_index,"with open(rjson_path, encoding='utf-8') as f:"
tools/dcml_parser.py,681,load,_build_wir_index,data = _json.load(f)
tools/music21_batch.py,446,mkdir,run_batch,"output_dir.mkdir(parents=True, exist_ok=True)"
tools/music21_batch.py,439,open,process_chorale,"with open(json_path, ""w"", encoding=""utf-8"") as fh:"
tools/music21_batch.py,440,dump,process_chorale,"json.dump(analysis, fh, indent=2)"
tools/oracle_root_metric.py,154,glob,load_dir,"for ours_path in sorted(corpus_dir.glob(""*.ours.json"")):"
tools/oracle_root_metric.py,441,write_text,main,Path(args.emit_json).write_text(
tools/oracle_root_metric.py,442,dumps,main,"json.dumps(emit_json(results), indent=1), encoding=""utf-8"")"
tools/robust_stop_diff.py,85,load,class_durs_from_summary,"S = json.load(open(summary_path, encoding=""utf-8""))"
tools/robust_stop_diff.py,91,load,ref_class_durs,"M = json.load(open(manifest_path, encoding=""utf-8""))"
tools/robust_stop_diff.py,85,open,class_durs_from_summary,"S = json.load(open(summary_path, encoding=""utf-8""))"
tools/robust_stop_diff.py,91,open,ref_class_durs,"M = json.load(open(manifest_path, encoding=""utf-8""))"
tools/robust_stop_diff.py,66,read_text,parse_runs,"for i, ln in enumerate(path.read_text(encoding=""utf-8"").splitlines()):"
tools/run_bach_preset.py,55,read_bytes,_file_fingerprint,data = path.read_bytes()
tools/run_bach_preset.py,123,write_text,_write_manifest,(out_dir / MANIFEST_NAME).write_text(
tools/run_bach_preset.py,350,mkdir,main,"out_dir.mkdir(parents=True, exist_ok=True)"
tools/run_bach_preset.py,483,mkdir,main,"report_dir.mkdir(parents=True, exist_ok=True)"
tools/run_bach_preset.py,485,write_text,main,sp.write_text(json.dumps({
tools/run_bach_preset.py,66,glob,_detect_music21_version,"for xml in sorted(corpus_dir.glob(""*.xml"")):"
tools/run_bach_preset.py,124,dumps,_write_manifest,"json.dumps(manifest, indent=2, sort_keys=True), encoding=""utf-8"")"
tools/run_bach_preset.py,370,open,main,"diag_fh = open(args.diag_out, 'w', encoding='utf-8')"
tools/run_bach_preset.py,485,dumps,main,sp.write_text(json.dumps({
tools/run_bach_preset.py,68,read_text,_detect_music21_version,"head = xml.read_text(encoding=""utf-8"", errors=""replace"")[:4000]"
tools/run_bach_preset.py,358,glob,main,"for stale in list(out_dir.glob(""*.ours.json"")) + [out_dir / MANIFEST_NAME]:"
tools/run_bach_preset.py,373,glob,main,"xml_files = sorted(f for f in corpus_dir.glob(""*.xml"")"
tools/stage5_fit_driver.py,239,loads,split_scores_file,"split = json.loads((_ROOT / ""tools"" / ""stage5_split_registry.json"").read_text())"
tools/stage5_fit_driver.py,242,write_text,split_scores_file,"p.write_text(""\n"".join(stems) + ""\n"")"
tools/stage5_fit_driver.py,259,write_text,write_override,"Path(path).write_text(""\n"".join(lines) + ""\n"")"
tools/stage5_fit_driver.py,286,loads,measure,"mapping = json.loads((Path(a8_out) / f""{preset.lower()}_mapping.json"").read_text())"
tools/stage5_fit_driver.py,352,dumps,stable_row,"return json.dumps(row, sort_keys=True)"
tools/stage5_fit_driver.py,424,mkdir,main,"ledger.parent.mkdir(parents=True, exist_ok=True)"
tools/stage5_fit_driver.py,185,glob,wir_covered_stems,"for xml in sorted((_ROOT / ""tools"" / ""corpus"").glob(""*.xml"")):"
tools/stage5_fit_driver.py,239,read_text,split_scores_file,"split = json.loads((_ROOT / ""tools"" / ""stage5_split_registry.json"").read_text())"
tools/stage5_fit_driver.py,285,loads,measure,"summ = json.loads((Path(a8_out) / ""summary.json"").read_text())[preset.lower()]"
tools/stage5_fit_driver.py,286,read_text,measure,"mapping = json.loads((Path(a8_out) / f""{preset.lower()}_mapping.json"").read_text())"
tools/stage5_fit_driver.py,346,open,ledger_append,"with open(path, ""a"", encoding=""utf-8"") as f:"
tools/stage5_fit_driver.py,432,write_text,main,"outp.write_text(json.dumps({""strata"": strata, ""scores"": registry},"
tools/stage5_fit_driver.py,444,mkdir,main,"scratch = Path(args.scratch); scratch.mkdir(parents=True, exist_ok=True)"
tools/stage5_fit_driver.py,462,mkdir,main,"scratch = Path(args.scratch); scratch.mkdir(parents=True, exist_ok=True)"
tools/stage5_fit_driver.py,467,mkdir,main,"outp = Path(args.out.replace(""<param>"", name)); outp.parent.mkdir(parents=True, exist_ok=True)"
tools/stage5_fit_driver.py,545,mkdir,main,"scratch = Path(args.scratch); scratch.mkdir(parents=True, exist_ok=True)"
tools/stage5_fit_driver.py,549,mkdir,main,"outp = Path(args.out); outp.parent.mkdir(parents=True, exist_ok=True)"
tools/stage5_fit_driver.py,604,mkdir,main,"scratch = Path(args.scratch); scratch.mkdir(parents=True, exist_ok=True)"
tools/stage5_fit_driver.py,609,loads,main,"split = json.loads((_ROOT / ""tools"" / ""stage5_split_registry.json"").read_text())"
tools/stage5_fit_driver.py,612,write_text,main,"scores_file.write_text(""\n"".join(fit_stems) + ""\n"")"
tools/stage5_fit_driver.py,630,mkdir,main,"scratch = Path(args.scratch); scratch.mkdir(parents=True, exist_ok=True)"
tools/stage5_fit_driver.py,643,mkdir,main,"scratch = Path(args.scratch); scratch.mkdir(parents=True, exist_ok=True)"
tools/stage5_fit_driver.py,646,mkdir,main,"outp = Path(args.out); outp.parent.mkdir(parents=True, exist_ok=True)"
tools/stage5_fit_driver.py,285,read_text,measure,"summ = json.loads((Path(a8_out) / ""summary.json"").read_text())[preset.lower()]"
tools/stage5_fit_driver.py,432,dumps,main,"outp.write_text(json.dumps({""strata"": strata, ""scores"": registry},"
tools/stage5_fit_driver.py,458,dumps,main,"print(json.dumps(row, indent=1))"
tools/stage5_fit_driver.py,609,read_text,main,"split = json.loads((_ROOT / ""tools"" / ""stage5_split_registry.json"").read_text())"
tools/stage5_fit_driver.py,347,dumps,ledger_append,"f.write(json.dumps(full, sort_keys=True) + ""\n"")"
tools/stage5_fit_driver.py,491,open,eval_at,"with open(outp, ""a"", encoding=""utf-8"") as f:"
tools/stage5_fit_driver.py,568,open,main,"with open(outp, ""a"", encoding=""utf-8"") as f:"
tools/stage5_fit_driver.py,594,open,main,"with open(outp, ""a"", encoding=""utf-8"") as f:"
tools/stage5_fit_driver.py,659,open,main,"with open(outp, ""a"", encoding=""utf-8"") as f:"
tools/stage5_fit_driver.py,553,read_text,main,for ln in outp.read_text().splitlines():
tools/stage5_fit_driver.py,555,loads,main,d = json.loads(ln)
tools/stage5_fit_driver.py,649,read_text,main,for ln in outp.read_text().splitlines():
tools/stage5_fit_driver.py,651,loads,main,"d = json.loads(ln); done.add((d[""param""], d[""dir""], d[""preset""]))"
tools/stage5_fit_driver.py,689,open,main,"with open(outp, ""a"", encoding=""utf-8"") as f:"
tools/stage5_fit_driver.py,492,dumps,eval_at,"f.write(json.dumps(rec, sort_keys=True) + ""\n"")"
tools/stage5_fit_driver.py,569,dumps,main,"f.write(json.dumps({""record"": ""baseline"", ""carrier"": carrier,"
tools/stage5_fit_driver.py,595,dumps,main,"f.write(json.dumps(rec, sort_keys=True) + ""\n"")"
tools/stage5_fit_driver.py,660,dumps,main,"f.write(json.dumps({""param"": ""__baseline__"", ""dir"": ""-"", ""preset"": carrier,"
tools/stage5_fit_driver.py,195,loads,score_mode,"dk = (json.loads(m21.read_text()).get(""detectedKey"") or """").lower()"
tools/stage5_fit_driver.py,690,dumps,main,"f.write(json.dumps(rec, sort_keys=True) + ""\n"")"
tools/stage5_fit_driver.py,195,read_text,score_mode,"dk = (json.loads(m21.read_text()).get(""detectedKey"") or """").lower()"
