file,line,value,func,context
src/composing/analysis/function/functionprogression.h,141,1.0,<file-scope>,double metricWeight = 1.0;    ///< slice metric weight (§3); higher == metrically stronger
src/composing/analysis/function/functionrelationallabel.cpp,81,10,augSixthSpellingSign,const int targetPc = normalizePc(in.identity.rootPc + 10);
src/composing/analysis/function/functionrelationallabel.cpp,89,7,augSixthSpellingSign,if (normalizePc(lof * 7) != targetPc) {
src/composing/analysis/function/functionrelationallabel.cpp,93,10,augSixthSpellingSign,if (dist == 10) {
src/composing/analysis/function/functionrelationallabel.cpp,96,2,augSixthSpellingSign,if (dist == -2) {
src/composing/analysis/function/functionrelationallabel.cpp,118,8,tryAugmentedSixth,if (root != normalizePc(in.keyTonicPc + 8)) {
src/composing/analysis/function/functionrelationallabel.cpp,159,7,<file-scope>,"constexpr std::array<ChordQuality, 7> kMajorKeyTriadQuality = {"
src/composing/analysis/function/functionrelationallabel.cpp,196,7,tryModalMixture,} else if (in.keyMode == KeySigMode::Ionian && degree < 7) {
src/composing/analysis/function/functionrelationallabel.cpp,230,2,emitAppliedLabel,std::vector<TonicizationRegionInput> pair(2);
src/composing/analysis/function/functionrelationallabel.cpp,273,7,emitAppliedLabel,const bool dominantRel = isDominantFn && id.rootPc == normalizePc(in.nextRootPc + 7);
src/composing/analysis/function/functionrelationallabel.cpp,274,11,emitAppliedLabel,const bool leadingToneRel = isLeadingToneFn && id.rootPc == normalizePc(in.nextRootPc + 11);
src/composing/analysis/function/functionresolver.cpp,38,12,normPc,return ((pc % 12) + 12) % 12;
src/composing/analysis/function/functionresolver.cpp,38,12,normPc,return ((pc % 12) + 12) % 12;
src/composing/analysis/function/functionresolver.cpp,38,12,normPc,return ((pc % 12) + 12) % 12;
src/composing/analysis/function/functionresolver.cpp,75,0.0,cadenceVoteFor,return 0.0;
src/composing/analysis/function/functionresolver.cpp,77,0.0,cadenceVoteFor,double v = 0.0;
src/composing/analysis/function/functionresolver.cpp,96,0.0,plausibility,double p = 0.0;
src/composing/analysis/function/functionresolver.cpp,103,0.0,plausibility,"if (cadenceVoteFor(reading.rootPc, cadences) > 0.0) {"
src/composing/analysis/function/functionresolver.cpp,118,2,degreeFunctionalBias,"case 0: case 2: return FunctionalBias::Tonic;        // 1̂, 3̂"
src/composing/analysis/function/functionresolver.cpp,119,3,degreeFunctionalBias,"case 1: case 3: return FunctionalBias::Predominant;  // 2̂, 4̂"
src/composing/analysis/function/functionresolver.cpp,120,4,degreeFunctionalBias,"case 4: case 6: return FunctionalBias::Dominant;     // 5̂, 7̂"
src/composing/analysis/function/functionresolver.cpp,120,6,degreeFunctionalBias,"case 4: case 6: return FunctionalBias::Dominant;     // 5̂, 7̂"
src/composing/analysis/function/functionresolver.cpp,185,0.0,resolveAbstained,r.functionConfidence = 0.0;
src/composing/analysis/function/functionresolver.cpp,210,0.25,resolveAbstained,"return pick(aMatch ? readA : readB, ResolutionBasis::BassDegreePrior, 0.25);"
src/composing/analysis/function/functionresolver.cpp,225,1.0,resolveAbstained,"return pick(aIn ? readA : readB, ResolutionBasis::Progression, 1.0);"
src/composing/analysis/function/functionresolver.cpp,232,0.5,resolveAbstained,"return pick(aPrev ? readA : readB, ResolutionBasis::NeighbourHarmony, 0.5);"
src/composing/analysis/function/functionresolver.cpp,246,1.0,resolveAbstained,"return pick(aIn ? readA : readB, ResolutionBasis::Progression, 1.0);"
src/composing/analysis/function/functionresolver.cpp,322,1.0,resolveAbstained,"return pick(appliedPick, ResolutionBasis::Progression, 1.0);"
src/composing/analysis/function/functionresolver.cpp,338,1.0,resolveAbstained,"return pick(pinPick, ResolutionBasis::CadenceVote, 1.0);"
src/composing/analysis/function/functionresolver.cpp,368,0.0,carryThrough,r.functionConfidence = 0.0;
src/composing/analysis/function/functionresolver.cpp,433,0.0,attemptFineGrainOverride,double bestPlaus = 0.0;
src/composing/analysis/function/functionresolver.cpp,451,0.0,attemptFineGrainOverride,if (contradictionStrength <= 0.0) {
src/composing/analysis/function/functionresolver.cpp,628,4,resolveCarriedReadingsExtending,"const int roundCap = std::max(1, ext.maxForwardExtendSlices) + 4;   // never-terminates backstop"
src/composing/analysis/function/functionresolver.h,125,1.0,<file-scope>,double metricWeight = 1.0;     ///< slice metric weight (§3); higher == metrically stronger
src/composing/analysis/function/functionresolver.h,176,0.0,<file-scope>,double functionConfidence = 0.0;             ///< §7 confidence from the deciding evidence (seed; firewall)
src/composing/analysis/function/functionresolver.h,211,1.0,<file-scope>,double wLicensedOut   = 1.0;   ///< §5.5: a licensed progression OUT of the prevailing harmony
src/composing/analysis/function/functionresolver.h,212,1.0,<file-scope>,double wLicensedIn    = 1.0;   ///< §5.5: a licensed progression INTO the established next function
src/composing/analysis/function/functionresolver.h,213,1.0,<file-scope>,double wCadentialFit  = 1.0;   ///< §5.5: the reading's root receives a cadence tonic-vote
src/composing/analysis/function/functionresolver.h,214,0.5,<file-scope>,double decidingMargin = 0.5;   ///< §5.5: min plausibility margin to decide (below ⇒ tie ⇒ prior/open)
src/composing/analysis/function/functionresolver.h,272,8,<file-scope>,int  maxForwardExtendSlices = 8;       ///< K — the decision-context span's hard bound in slices
src/composing/analysis/function/tonicizationlabeler.cpp,44,7,keyScale,"inline bool keyScale(int tonicPc, uint16_t collMask, std::array<int, 7>& out) noexcept"
src/composing/analysis/function/tonicizationlabeler.cpp,50,12,keyScale,for (int step = 0; step < 12 && idx < 7; ++step) {
src/composing/analysis/function/tonicizationlabeler.cpp,50,7,keyScale,for (int step = 0; step < 12 && idx < 7; ++step) {
src/composing/analysis/function/tonicizationlabeler.cpp,56,7,keyScale,return idx == 7;
src/composing/analysis/function/tonicizationlabeler.cpp,59,7,<file-scope>,"static constexpr const char* kUpper[7] = { ""I"", ""II"", ""III"", ""IV"", ""V"", ""VI"", ""VII"" };"
src/composing/analysis/function/tonicizationlabeler.cpp,60,7,<file-scope>,"static constexpr const char* kLower[7] = { ""i"", ""ii"", ""iii"", ""iv"", ""v"", ""vi"", ""vii"" };"
src/composing/analysis/function/tonicizationlabeler.cpp,70,2,labelTonicizations,if (regions.size() < 2) {
src/composing/analysis/function/tonicizationlabeler.cpp,91,7,labelTonicizations,"std::array<int, 7> scale{};"
src/composing/analysis/function/tonicizationlabeler.cpp,96,7,labelTonicizations,for (int s = 0; s < 7; ++s) {
src/composing/analysis/function/tonicizationlabeler.cpp,112,11,labelTonicizations,const int lt = normalizePc(d + 11);
src/composing/analysis/function/tonicizationlabeler.cpp,123,7,labelTonicizations,"if (a.rootPc == normalizePc(d + 7) && pcInMask(a.pitchClassMask, lt)) {"
src/composing/analysis/function/tonicizationlabeler.cpp,144,2,labelTonicizations,const int thirdPc = scale[(degree + 2) % 7];
src/composing/analysis/function/tonicizationlabeler.cpp,144,7,labelTonicizations,const int thirdPc = scale[(degree + 2) % 7];
src/composing/analysis/function/tonicizationlabeler.cpp,145,4,labelTonicizations,const bool degMajorThird = (normalizePc(thirdPc - d) == 4);
src/composing/analysis/progression/progressionrecognizer.cpp,43,0.0,maxWeightOverIdioms,double best = 0.0;
src/composing/analysis/progression/progressionrecognizer.cpp,53,0.0,maxWeightOverIdioms,"return any ? best : 0.0;  // §4.5: the MAX over the set, never the sum; empty set → 0"
src/composing/analysis/progression/progressionrecognizer.cpp,63,0.0,normaliseToUnit,double sum = 0.0;
src/composing/analysis/progression/progressionrecognizer.cpp,67,0.0,normaliseToUnit,if (sum <= 0.0) {
src/composing/analysis/progression/progressionrecognizer.cpp,85,0.0,blendIdiomWeights,"double evidence = 0.0;  // E — the total idiom-evidence mass (raw, pre-normalisation)"
src/composing/analysis/progression/progressionrecognizer.cpp,89,0.0,blendIdiomWeights,if (evidence <= 0.0) {
src/composing/analysis/progression/progressionrecognizer.cpp,95,0.0,blendIdiomWeights,const double alpha = (blendRate > 0.0) ? evidence / (evidence + blendRate) : 1.0;
src/composing/analysis/progression/progressionrecognizer.cpp,95,1.0,blendIdiomWeights,const double alpha = (blendRate > 0.0) ? evidence / (evidence + blendRate) : 1.0;
src/composing/analysis/progression/progressionrecognizer.cpp,100,1.0,blendIdiomWeights,w[i] = (1.0 - alpha) * seedNorm[i] + alpha * histNorm[i];
src/composing/analysis/progression/progressionrecognizer.cpp,164,12,pcMod12,return ((pc % 12) + 12) % 12;
src/composing/analysis/progression/progressionrecognizer.cpp,164,12,pcMod12,return ((pc % 12) + 12) % 12;
src/composing/analysis/progression/progressionrecognizer.cpp,164,12,pcMod12,return ((pc % 12) + 12) % 12;
src/composing/analysis/progression/progressionrecognizer.cpp,183,0.0,<file-scope>,double prior = 0.0;
src/composing/analysis/progression/progressionrecognizer.h,90,5,<file-scope>,inline constexpr std::size_t kIdiomCount = 5;
src/composing/analysis/progression/progressionrecognizer.h,97,0.2,<file-scope>,"inline constexpr IdiomWeights kEqualSeed = { 0.2, 0.2, 0.2, 0.2, 0.2 };"
src/composing/analysis/progression/progressionrecognizer.h,97,0.2,<file-scope>,"inline constexpr IdiomWeights kEqualSeed = { 0.2, 0.2, 0.2, 0.2, 0.2 };"
src/composing/analysis/progression/progressionrecognizer.h,97,0.2,<file-scope>,"inline constexpr IdiomWeights kEqualSeed = { 0.2, 0.2, 0.2, 0.2, 0.2 };"
src/composing/analysis/progression/progressionrecognizer.h,97,0.2,<file-scope>,"inline constexpr IdiomWeights kEqualSeed = { 0.2, 0.2, 0.2, 0.2, 0.2 };"
src/composing/analysis/progression/progressionrecognizer.h,97,0.2,<file-scope>,"inline constexpr IdiomWeights kEqualSeed = { 0.2, 0.2, 0.2, 0.2, 0.2 };"
src/composing/analysis/progression/progressionrecognizer.h,115,1.0,<file-scope>,double blendRate = 1.0;
src/composing/analysis/progression/progressionrecognizer.h,120,0.0,<file-scope>,double admissionThreshold = 0.0;
src/composing/analysis/progression/progressionrecognizer.h,126,0.5,<file-scope>,double modeCueFactor = 0.5;
src/composing/analysis/progression/progressionrecognizer.h,132,0.5,<file-scope>,double chordsOnlyFactor = 0.5;
src/composing/analysis/progression/progressionrecognizer.h,153,0.0,<file-scope>,"double functionalPlausibility = 0.0;  ///< the §5.5 ""close""-rule score for this reading"
src/composing/analysis/progression/progressionrecognizer.h,168,1.0,<file-scope>,"double compositeConfidence = 1.0;         ///< L4's [0,1] composite confidence — the §8 threshold-scaling input"
src/composing/analysis/progression/progressionrecognizer.h,196,0.0,<file-scope>,"double matchScore = 0.0;                  ///< the Vocabulary's match score (v1: 1.0, an exact realisation)"
src/composing/analysis/progression/progressionrecognizer.h,197,0.0,<file-scope>,double priorStrength = 0.0;               ///< §4.5 prior strength (this span passed admission)
src/composing/analysis/progression/progressionrecognizer.h,215,0.0,<file-scope>,double weight = 0.0;                      ///< = the recognition's prior strength (the feature weight)
src/composing/analysis/progression/progressionrecognizer.h,241,0.0,<file-scope>,double priorStrength = 0.0;               ///< enters the F-B contradiction quantity
src/composing/analysis/progression/progressionrecognizer.h,242,0.0,<file-scope>,double compositeConfidence = 0.0;         ///< the committed reading's confidence (the §8 threshold-scaling input)
src/composing/analysis/progression/progressionrecognizer.h,261,0.0,<file-scope>,double priorStrength = 0.0;               ///< the max prior strength among the repeated recognitions
tools/a8_rebaseline_measure.py,89,4,_is_halfdim_or_min6_set,if len(pcs) != 4:
tools/a8_rebaseline_measure.py,188,2,build_piece_grid,if len(bounds) < 2:
tools/a8_rebaseline_measure.py,100,3,cell_class,"if len(pcs) >= 3 and _t_invariant(pcs, 3):      # dim7 (fully-diminished)"
tools/a8_rebaseline_measure.py,100,3,cell_class,"if len(pcs) >= 3 and _t_invariant(pcs, 3):      # dim7 (fully-diminished)"
tools/a8_rebaseline_measure.py,102,3,cell_class,"if len(pcs) >= 3 and _t_invariant(pcs, 4):      # augmented triad"
tools/a8_rebaseline_measure.py,102,4,cell_class,"if len(pcs) >= 3 and _t_invariant(pcs, 4):      # augmented triad"
tools/a8_rebaseline_measure.py,104,4,cell_class,"if len(pcs) >= 4 and _t_invariant(pcs, 2):      # whole-tone"
tools/a8_rebaseline_measure.py,104,2,cell_class,"if len(pcs) >= 4 and _t_invariant(pcs, 2):      # whole-tone"
tools/a8_rebaseline_measure.py,77,12,_pcs,return frozenset(i for i in range(12) if bitmap & (1 << i))
tools/a8_rebaseline_measure.py,84,12,_t_invariant,return frozenset((p + k) % 12 for p in pcs) == pcs
tools/a8_rebaseline_measure.py,92,12,_is_halfdim_or_min6_set,"if frozenset((r + d) % 12 for d in (0, 3, 6, 10)) == pcs:"
tools/a8_rebaseline_measure.py,92,3,_is_halfdim_or_min6_set,"if frozenset((r + d) % 12 for d in (0, 3, 6, 10)) == pcs:"
tools/a8_rebaseline_measure.py,92,6,_is_halfdim_or_min6_set,"if frozenset((r + d) % 12 for d in (0, 3, 6, 10)) == pcs:"
tools/a8_rebaseline_measure.py,92,10,_is_halfdim_or_min6_set,"if frozenset((r + d) % 12 for d in (0, 3, 6, 10)) == pcs:"
tools/analyze_inversion_errors.py,322,0.7,main,INVERSION_SUSPICION_MARGIN = 0.70
tools/analyze_inversion_errors.py,253,8,main,"for q, cnt in alt_quality_counts.most_common(8):"
tools/analyze_inversion_errors.py,259,2,main,"nc2  = note_counts.get(2, 0)"
tools/analyze_inversion_errors.py,76,2,main,sys.exit(2)
tools/analyze_inversion_errors.py,305,0.25,main,"bins = [(i*0.25, (i+1)*0.25) for i in range(12)]"
tools/analyze_inversion_errors.py,305,0.25,main,"bins = [(i*0.25, (i+1)*0.25) for i in range(12)]"
tools/analyze_inversion_errors.py,305,12,main,"bins = [(i*0.25, (i+1)*0.25) for i in range(12)]"
tools/analyze_inversion_errors.py,92,2,main,sys.exit(2)
tools/analyze_inversion_errors.py,204,70,main,"print(f""\n{'='*70}"")"
tools/analyze_inversion_errors.py,206,70,main,"print(f""{'='*70}"")"
tools/analyze_inversion_errors.py,210,0.25,main,lt_025 = sum(1 for m in margins if m < 0.25)
tools/analyze_inversion_errors.py,211,0.5,main,lt_05  = sum(1 for m in margins if m < 0.5)
tools/analyze_inversion_errors.py,213,1.5,main,lt_15  = sum(1 for m in margins if m < 1.5)
tools/analyze_inversion_errors.py,214,2.0,main,lt_2   = sum(1 for m in margins if m < 2.0)
tools/analyze_inversion_errors.py,215,2.0,main,gt_2   = sum(1 for m in margins if m >= 2.0)
tools/analyze_inversion_errors.py,216,0.5,main,bt_05_2 = sum(1 for m in margins if 0.5 <= m < 2.0)
tools/analyze_inversion_errors.py,216,2.0,main,bt_05_2 = sum(1 for m in margins if 0.5 <= m < 2.0)
tools/analyze_inversion_errors.py,260,3,main,"nc3p = sum(v for k, v in note_counts.items() if k >= 3)"
tools/analyze_inversion_errors.py,273,0.26,main,beat1 = sum(1 for b in beats if abs(b - 1.0) < 0.26)
tools/analyze_inversion_errors.py,274,0.26,main,beat2 = sum(1 for b in beats if abs(b - 2.0) < 0.26)
tools/analyze_inversion_errors.py,275,0.26,main,beat3 = sum(1 for b in beats if abs(b - 3.0) < 0.26)
tools/analyze_inversion_errors.py,276,0.26,main,beat4 = sum(1 for b in beats if abs(b - 4.0) < 0.26)
tools/analyze_inversion_errors.py,294,70,main,"print(f""\n{'='*70}"")"
tools/analyze_inversion_errors.py,296,70,main,"print(f""{'='*70}"")"
tools/analyze_inversion_errors.py,308,40,main,"bar = '█' * (cnt * 40 // max(1, n))"
tools/analyze_inversion_errors.py,310,3.0,main,hi_cnt = sum(1 for m in margins if m >= 3.0)
tools/analyze_inversion_errors.py,352,70,main,"print(f""\n{'='*70}"")"
tools/analyze_inversion_errors.py,354,70,main,"print(f""{'='*70}"")"
