file,name,start_line,end_line
tools/batch_analyze.cpp,diagTemplateName,1640,1667
tools/batch_analyze.cpp,diagContextBanner,1676,1694
tools/batch_analyze.cpp,writeDiagnosticJson,1696,1921
tools/batch_analyze.cpp,printHelp,1927,2142
tools/batch_analyze.cpp,runSliceValidation,2172,2427
tools/batch_analyze.cpp,runKeyModeDecode,2443,2530
tools/batch_analyze.cpp,runReachBackAB,2544,2628
tools/batch_analyze.cpp,runChordDecode,2646,2772
tools/batch_analyze.cpp,runVlDump,2785,2894
tools/batch_analyze.cpp,fsCadenceTypeName,2946,2959
tools/batch_analyze.cpp,fsResolutionBasisName,2961,2972
tools/batch_analyze.cpp,fsSliceDecisionName,2974,2982
tools/batch_analyze.cpp,fsOpenQuestionName,2984,2993
tools/batch_analyze.cpp,fsAmbiguityKindName,2995,3008
tools/batch_analyze.cpp,fsFifthsForTonic,3016,3022
tools/batch_analyze.cpp,fsGroupingJson,3026,3070
tools/batch_analyze.cpp,runFullSpine,3072,3670
tools/batch_analyze.cpp,runJointProbe,3693,3855
tools/batch_analyze.cpp,main,3859,4622
tools/c1_reliability.py,squash,66,68
tools/c1_reliability.py,bin_curve,73,98
tools/c1_reliability.py,curve_diagnostics,101,128
tools/c1_reliability.py,fmt_curve,131,146
tools/c1_reliability.py,cells_with_region_conf,151,162
tools/c1_reliability.py,_load_wir,165,172
tools/c1_reliability.py,measure_l3,177,218
tools/c1_reliability.py,measure_l4_l5,223,274
tools/c1_reliability.py,measure_devbeds,280,328
tools/c1_reliability.py,_range,331,334
tools/c1_reliability.py,main,337,410
tools/c1_reliability.py,emit,350,352
tools/calibration_fit.py,_load_splits,50,52
tools/calibration_fit.py,_corpus_git_hash,55,60
tools/calibration_fit.py,collect_l3,65,105
tools/calibration_fit.py,collect_l4,108,143
tools/calibration_fit.py,diag_of,148,151
tools/calibration_fit.py,split_pairs,154,155
tools/calibration_fit.py,fit_isotonic,160,166
tools/calibration_fit.py,fit_platt,169,177
tools/calibration_fit.py,apply_map,180,186
tools/calibration_fit.py,curve_at,189,193
tools/calibration_fit.py,fit_row,196,290
tools/calibration_fit.py,main,293,338
tools/characterise_bir_false.py,validate_corpus_dir,50,98
tools/characterise_bir_false.py,pc_name,117,118
tools/characterise_bir_false.py,parse_pc_set,120,123
tools/characterise_bir_false.py,run,125,276
tools/characterise_bir_false.py,main,279,299
tools/characterise_bir_false.py,dump_group,232,246
tools/compare_analyses.py,_load_region,85,114
tools/compare_analyses.py,load_analysis,117,121
tools/compare_analyses.py,_norm_quality,146,147
tools/compare_analyses.py,_rn_base,156,159
tools/compare_analyses.py,_rn_base_cased,162,180
tools/compare_analyses.py,_overlap,187,188
tools/compare_analyses.py,align_regions,191,222
tools/compare_analyses.py,_roots_match,229,230
tools/compare_analyses.py,_quality_matches,233,234
tools/compare_analyses.py,_chord_matches,237,238
tools/compare_analyses.py,_rn_matches,241,242
tools/compare_analyses.py,_key_matches,245,249
tools/compare_analyses.py,_matches_alternative,252,258
tools/compare_analyses.py,classify,261,283
tools/compare_analyses.py,summarize,299,303
tools/compare_analyses.py,agreement_rate,306,312
tools/compare_analyses.py,chord_identity_agreement,315,329
tools/compare_analyses.py,three_way_classify,344,368
tools/compare_analyses.py,_extract_mode,371,374
tools/compare_analyses.py,_median,396,401
tools/compare_analyses.py,_infer_ticks_per_beat,404,411
tools/compare_analyses.py,_build_measure_anchors,414,427
tools/compare_analyses.py,_dcml_tick_for,430,455
tools/compare_analyses.py,_dcml_time_spans,458,491
tools/compare_analyses.py,_best_dcml_match_by_overlap,494,519
tools/compare_analyses.py,align_dcml_regions,522,553
tools/compare_analyses.py,compare_ours_vs_dcml_direct,577,613
tools/compare_analyses.py,compare_dcml_anchored,637,688
tools/compare_analyses.py,dcml_anchored_summarize,691,749
tools/compare_analyses.py,dcml_direct_summarize,752,803
tools/compare_analyses.py,three_way_summarize,806,811
tools/compare_analyses.py,mode_breakdown_of_errors,814,824
tools/compare_analyses.py,bass_is_root_breakdown,827,846
tools/compare_analyses.py,note_count_breakdown,849,867
tools/compare_analyses.py,score_margin_by_category,870,903
tools/compare_analyses.py,print_report,910,1007
tools/compare_analyses.py,render_html_fragment,1033,1109
tools/compare_analyses.py,compare_files,1116,1141
tools/compare_analyses.py,main,1148,1164
tools/compare_analyses.py,_tonic,247,248
tools/compare_rn.py,normalise_rn,120,130
tools/compare_rn.py,split_rn,133,152
tools/compare_rn.py,_same_quality,155,157
tools/compare_rn.py,extract_quality,164,211
tools/compare_rn.py,_mode_is_major,254,257
tools/compare_rn.py,_dcml_key_tonic,260,270
tools/compare_rn.py,_our_key_tonic,273,286
tools/compare_rn.py,key_disagree_subtag,289,306
tools/compare_rn.py,classify_pair,329,393
tools/compare_rn.py,score_regions,455,507
tools/compare_rn.py,score_piece,510,522
tools/compare_rn.py,_find_tsv,527,532
tools/compare_rn.py,score_corpus,535,550
tools/compare_rn.py,discover_corpora,553,564
tools/compare_rn.py,_active_index_at,595,602
tools/compare_rn.py,grid_score_regions,605,647
tools/compare_rn.py,grid_score_piece_tsv,650,659
tools/compare_rn.py,grid_score_corpus_tsv,662,674
tools/compare_rn.py,score_corpus_wir,692,726
tools/compare_rn.py,_pct,731,732
tools/compare_rn.py,format_report,735,762
tools/compare_rn.py,_format_quality_breakdown,765,794
tools/compare_rn.py,format_grid_report,797,813
tools/compare_rn.py,format_key_breakdown,816,839
tools/compare_rn.py,main,844,991
tools/compare_rn.py,__post_init__,428,434
tools/compare_rn.py,add,436,452
tools/compare_rn.py,__post_init__,584,586
tools/compare_rn.py,add,588,592
tools/dcml_parser.py,parse_dcml_file,76,112
tools/dcml_parser.py,_key_to_tonic_pc,128,136
tools/dcml_parser.py,_compute_root_pc,139,190
tools/dcml_parser.py,_parse_fraction,193,206
tools/dcml_parser.py,parse_abc_harmonies_file,209,318
tools/dcml_parser.py,parse_cadence_phrase_markers,334,388
tools/dcml_parser.py,_resolve_dcml_key,391,452
tools/dcml_parser.py,_resolve_effective_dcml_key,455,472
tools/dcml_parser.py,find_dcml_file,475,508
tools/dcml_parser.py,_split_rntxt_applied,539,555
tools/dcml_parser.py,parse_rntxt_file,558,647
tools/dcml_parser.py,_build_wir_index,658,688
tools/dcml_parser.py,find_wir_file,691,699
tools/music21_batch.py,_is_bach_chorale,84,113
tools/music21_batch.py,_chorale_reject_reason,116,132
tools/music21_batch.py,_normalize_quality,152,153
tools/music21_batch.py,_key_to_str,158,162
tools/music21_batch.py,analyze_chorale,167,271
tools/music21_batch.py,stem_from_corpus_path,276,317
tools/music21_batch.py,get_composer_paths,322,344
tools/music21_batch.py,get_bach_chorale_paths,347,349
tools/music21_batch.py,run_single,354,381
tools/music21_batch.py,process_chorale,386,442
tools/music21_batch.py,run_batch,445,503
tools/music21_batch.py,main,508,524
tools/oracle_root_metric.py,pcn,92,93
tools/oracle_root_metric.py,parse_our_key,102,116
tools/oracle_root_metric.py,parse_dcml_key,119,125
tools/oracle_root_metric.py,parse_m21_key,128,142
tools/oracle_root_metric.py,load_dir,146,174
tools/oracle_root_metric.py,region_at,177,186
tools/oracle_root_metric.py,classify_charged_event,193,231
tools/oracle_root_metric.py,run_preset,234,344
tools/oracle_root_metric.py,format_report,348,385
tools/oracle_root_metric.py,emit_json,388,410
tools/oracle_root_metric.py,main,413,443
tools/robust_stop_diff.py,parse_runs,56,80
tools/robust_stop_diff.py,class_durs_from_summary,83,87
tools/robust_stop_diff.py,ref_class_durs,90,93
tools/robust_stop_diff.py,main,96,158
tools/robust_stop_diff.py,_fmt,137,139
tools/robust_stop_diff.py,_dump,141,150
tools/run_bach_preset.py,_file_fingerprint,52,56
tools/run_bach_preset.py,_detect_music21_version,59,74
tools/run_bach_preset.py,_write_manifest,77,125
tools/run_bach_preset.py,_find_batch_analyze,128,135
tools/run_bach_preset.py,_to_unix_path,138,142
tools/run_bach_preset.py,_to_win_path,145,160
tools/run_bach_preset.py,_find_git_bash,163,167
tools/run_bach_preset.py,_qt_subprocess_env,170,188
tools/run_bach_preset.py,_run_batch_analyze,191,228
tools/run_bach_preset.py,_get_git_hash,231,237
tools/run_bach_preset.py,_process_one,240,284
tools/run_bach_preset.py,main,287,530
tools/stage5_fit_driver.py,baseline_value,163,167
tools/stage5_fit_driver.py,fmt_val,170,173
tools/stage5_fit_driver.py,git_head,176,179
tools/stage5_fit_driver.py,wir_covered_stems,182,188
tools/stage5_fit_driver.py,score_mode,191,202
tools/stage5_fit_driver.py,compute_split,206,229
tools/stage5_fit_driver.py,split_scores_file,232,243
tools/stage5_fit_driver.py,run,247,248
tools/stage5_fit_driver.py,write_override,251,259
tools/stage5_fit_driver.py,regen,262,273
tools/stage5_fit_driver.py,measure,276,298
tools/stage5_fit_driver.py,evaluate,301,337
tools/stage5_fit_driver.py,ledger_append,340,347
tools/stage5_fit_driver.py,stable_row,350,352
tools/stage5_fit_driver.py,perturbations_for,356,375
tools/stage5_fit_driver.py,main,378,694
tools/stage5_fit_driver.py,eval_at,473,496
tools/stage5_fit_driver.py,best_feasible,506,511
