file,line,include,resolved,target_area
tools/batch_analyze.cpp,69,engraving/dom/note.h,engraving/dom/note.h,external
tools/batch_analyze.cpp,70,engraving/dom/staff.h,engraving/dom/staff.h,external
tools/batch_analyze.cpp,71,engraving/dom/part.h,engraving/dom/part.h,external
tools/batch_analyze.cpp,72,engraving/dom/instrument.h,engraving/dom/instrument.h,external
tools/batch_analyze.cpp,73,engraving/dom/keysig.h,engraving/dom/keysig.h,external
tools/batch_analyze.cpp,74,engraving/dom/layoutbreak.h,engraving/dom/layoutbreak.h,external
tools/batch_analyze.cpp,75,engraving/dom/mscore.h,engraving/dom/mscore.h,external
tools/batch_analyze.cpp,76,engraving/dom/pedal.h,engraving/dom/pedal.h,external
tools/batch_analyze.cpp,77,engraving/dom/instrtemplate.h,engraving/dom/instrtemplate.h,external
tools/batch_analyze.cpp,78,engraving/dom/sig.h,engraving/dom/sig.h,external
tools/batch_analyze.cpp,79,engraving/compat/scoreaccess.h,engraving/compat/scoreaccess.h,external
tools/batch_analyze.cpp,80,engraving/compat/mscxcompat.h,engraving/compat/mscxcompat.h,external
tools/batch_analyze.cpp,81,engraving/infrastructure/localfileinfoprovider.h,engraving/infrastructure/localfileinfoprovider.h,external
tools/batch_analyze.cpp,82,engraving/types/constants.h,engraving/types/constants.h,types
tools/batch_analyze.cpp,85,importexport/musicxml/musicxmlmodule.h,importexport/musicxml/musicxmlmodule.h,external
tools/batch_analyze.cpp,86,importexport/musicxml/internal/import/importmusicxml.h,importexport/musicxml/internal/import/importmusicxml.h,external
tools/batch_analyze.cpp,89,composing/analysis/chord/chordanalyzer.h,composing/analysis/chord/chordanalyzer.h,chord
tools/batch_analyze.cpp,90,composing/analysis/param/paramoverride.h,composing/analysis/param/paramoverride.h,param
tools/batch_analyze.cpp,91,composing/analysis/key/keymodeanalyzer.h,composing/analysis/key/keymodeanalyzer.h,key
tools/batch_analyze.cpp,92,composing/analysis/key/keyresolver.h,composing/analysis/key/keyresolver.h,key
tools/batch_analyze.cpp,93,composing/analysis/key/modepriorpresets.h,composing/analysis/key/modepriorpresets.h,key
tools/batch_analyze.cpp,94,composing/analysis/chord/analysisutils.h,composing/analysis/chord/analysisutils.h,chord
tools/batch_analyze.cpp,95,composing/analysis/region/regionanalyzer.h,composing/analysis/region/regionanalyzer.h,region
tools/batch_analyze.cpp,96,composing/analysis/section/sectionanalyzer.h,composing/analysis/section/sectionanalyzer.h,section
tools/batch_analyze.cpp,97,composing/analysis/section/cadencekeyanchor.h,composing/analysis/section/cadencekeyanchor.h,section
tools/batch_analyze.cpp,98,composing/analysis/section/localmodulationdetector.h,composing/analysis/section/localmodulationdetector.h,section
tools/batch_analyze.cpp,99,composing/analysis/section/jointkeydecision.h,composing/analysis/section/jointkeydecision.h,section
tools/batch_analyze.cpp,100,composing/analysis/function/tonicizationlabeler.h,composing/analysis/function/tonicizationlabeler.h,function
tools/batch_analyze.cpp,101,composing/analysis/function/functionrelationallabel.h,composing/analysis/function/functionrelationallabel.h,function
tools/batch_analyze.cpp,102,composing/analysis/function/functionoutput.h,composing/analysis/function/functionoutput.h,function
tools/batch_analyze.cpp,103,composing/analysis/function/functionprogression.h,composing/analysis/function/functionprogression.h,function
tools/batch_analyze.cpp,104,composing/analysis/function/functioncadence.h,composing/analysis/function/functioncadence.h,function
tools/batch_analyze.cpp,105,composing/analysis/function/functionresolver.h,composing/analysis/function/functionresolver.h,function
tools/batch_analyze.cpp,106,composing/analysis/function/functionmodulation.h,composing/analysis/function/functionmodulation.h,function
tools/batch_analyze.cpp,107,composing/analysis/function/functionromannumeral.h,composing/analysis/function/functionromannumeral.h,function
tools/batch_analyze.cpp,108,composing/analysis/scoreharvest/metricweights.h,composing/analysis/scoreharvest/metricweights.h,scoreharvest
tools/batch_analyze.cpp,109,composing/analysis/grouping/groupinglayer.h,composing/analysis/grouping/groupinglayer.h,grouping
tools/batch_analyze.cpp,110,composing/analysis/progression/progressionrecognizer.h,composing/analysis/progression/progressionrecognizer.h,progression
tools/batch_analyze.cpp,111,composing/analysis/voiceleading/voicelinearview.h,composing/analysis/voiceleading/voicelinearview.h,voiceleading
tools/batch_analyze.cpp,112,composing/analysis/voiceleading/voiceleadingprofiles.h,composing/analysis/voiceleading/voiceleadingprofiles.h,voiceleading
tools/batch_analyze.cpp,113,composing/analysis/voiceleading/textureclassifier.h,composing/analysis/voiceleading/textureclassifier.h,voiceleading
tools/batch_analyze.cpp,114,composing/analysis/region/sparsechordrefinement.h,composing/analysis/region/sparsechordrefinement.h,region
tools/batch_analyze.cpp,115,composing/analysis/notemodel/note_model.h,composing/analysis/notemodel/note_model.h,notemodel
tools/batch_analyze.cpp,116,composing/analysis/slicing/slicer.h,composing/analysis/slicing/slicer.h,slicing
tools/batch_analyze.cpp,117,composing/analysis/key/keymodesequence.h,composing/analysis/key/keymodesequence.h,key
tools/batch_analyze.cpp,118,composing/analysis/chord/chordslicedecoder.h,composing/analysis/chord/chordslicedecoder.h,chord
tools/batch_analyze.cpp,119,composing/analysis/engravingbridge/phraseboundaryview.h,composing/analysis/engravingbridge/phraseboundaryview.h,engravingbridge
tools/batch_analyze.cpp,120,composing/analysis/engravingbridge/regiontonecollector.h,composing/analysis/engravingbridge/regiontonecollector.h,engravingbridge
tools/batch_analyze.cpp,121,composing/analyzed_section.h,composing/analyzed_section.h,external
tools/batch_analyze.cpp,122,notation/internal/notationanalysisinternal.h,notation/internal/notationanalysisinternal.h,external
tools/batch_analyze.cpp,123,notation/internal/notationcomposingbridge.h,notation/internal/notationcomposingbridge.h,external
tools/c1_reliability.py,50,a8_rebaseline_measure,tools/a8_rebaseline_measure.py,instrument
tools/c1_reliability.py,51,compare_analyses,tools/compare_analyses.py,instrument
tools/c1_reliability.py,52,compare_rn,tools/compare_rn.py,instrument
tools/c1_reliability.py,53,dcml_parser,tools/dcml_parser.py,instrument
tools/c1_reliability.py,54,compare_l6_oracle,tools/compare_l6_oracle.py,instrument
tools/calibration_fit.py,39,c1_reliability,tools/c1_reliability.py,instrument
tools/calibration_fit.py,40,compare_analyses,tools/compare_analyses.py,instrument
tools/characterise_bir_false.py,39,compare_analyses,tools/compare_analyses.py,instrument
tools/characterise_bir_false.py,40,dcml_parser,tools/dcml_parser.py,instrument
tools/compare_analyses.py,38,dcml_parser,tools/dcml_parser.py,instrument
tools/compare_rn.py,77,compare_analyses,tools/compare_analyses.py,instrument
tools/compare_rn.py,78,dcml_parser,tools/dcml_parser.py,instrument
tools/oracle_root_metric.py,83,compare_analyses,tools/compare_analyses.py,instrument
tools/oracle_root_metric.py,84,dcml_parser,tools/dcml_parser.py,instrument
tools/oracle_root_metric.py,85,characterise_bir_false,tools/characterise_bir_false.py,instrument
tools/run_bach_preset.py,32,compare_analyses,tools/compare_analyses.py,instrument
tools/run_bach_preset.py,198,platform,tools/platform.py,instrument
tools/stage5_fit_driver.py,43,dcml_parser,tools/dcml_parser.py,instrument
