file,line,row_type,item,func,verdict,category,flag,note
tools/music21_batch.py,116,function,_chorale_reject_reason,_chorale_reject_reason,SURVIVES,instrument-function,0,live instrument function.
tools/music21_batch.py,152,function,_normalize_quality,_normalize_quality,SURVIVES,instrument-function,1,"music21 quality->bucket map; dominant/major-seventh collapse to 'Major', minor-seventh to 'Minor' (seventh->triad grading convention); unmapped->'Unknown'."
tools/music21_batch.py,158,function,_key_to_str,_key_to_str,SURVIVES,instrument-function,0,live instrument function.
tools/music21_batch.py,167,function,analyze_chorale,analyze_chorale,SURVIVES,instrument-function,1,the music21 GT producer; chordify failure yields 0 regions + an 'error' field (silently written).
tools/music21_batch.py,276,function,stem_from_corpus_path,stem_from_corpus_path,SURVIVES,instrument-function,0,live instrument function.
tools/music21_batch.py,322,function,get_composer_paths,get_composer_paths,SURVIVES,instrument-function,0,live instrument function.
tools/music21_batch.py,347,function,get_bach_chorale_paths,get_bach_chorale_paths,SURVIVES,instrument-function,0,live instrument function.
tools/music21_batch.py,354,function,run_single,run_single,SURVIVES,instrument-function,0,live instrument function.
tools/music21_batch.py,386,function,process_chorale,process_chorale,SURVIVES,instrument-function,0,live instrument function.
tools/music21_batch.py,445,function,run_batch,run_batch,SURVIVES,instrument-function,0,live instrument function.
tools/music21_batch.py,508,function,main,main,SURVIVES,instrument-function,0,live instrument function.
tools/oracle_root_metric.py,92,function,pcn,pcn,SURVIVES,instrument-function,0,live instrument function.
tools/oracle_root_metric.py,102,function,parse_our_key,parse_our_key,SURVIVES,instrument-function,1,tool-local key parser; a mode suffix absent from _OUR_MINOR/_MAJOR_MODES returns mode=None -> mode-agnostic key match (silently masks a mode error).
tools/oracle_root_metric.py,119,function,parse_dcml_key,parse_dcml_key,SURVIVES,instrument-function,0,live instrument function.
tools/oracle_root_metric.py,128,function,parse_m21_key,parse_m21_key,SURVIVES,instrument-function,1,music21 key parser; a key string not matching ' major'/' minor' returns None -> AMBIGUOUS/dispute grain.
tools/oracle_root_metric.py,146,function,load_dir,load_dir,SURVIVES,instrument-function,0,live instrument function.
tools/oracle_root_metric.py,177,function,region_at,region_at,SURVIVES,instrument-function,0,live instrument function.
tools/oracle_root_metric.py,193,function,classify_charged_event,classify_charged_event,SURVIVES,instrument-function,1,"the 5-tier grading classifier; conventions: unparseable key->AMBIGUOUS, >=2 oracle roots->OVER-GRAB, mode compared only when both sides resolve to maj/min."
tools/oracle_root_metric.py,234,function,run_preset,run_preset,SURVIVES,instrument-function,0,live instrument function.
tools/oracle_root_metric.py,348,function,format_report,format_report,SURVIVES,instrument-function,0,live instrument function.
tools/oracle_root_metric.py,388,function,emit_json,emit_json,SURVIVES,instrument-function,0,live instrument function.
tools/oracle_root_metric.py,413,function,main,main,SURVIVES,instrument-function,0,live instrument function.
tools/stage5_fit_driver.py,163,function,baseline_value,baseline_value,SURVIVES,instrument-function,0,live instrument function.
tools/stage5_fit_driver.py,170,function,fmt_val,fmt_val,SURVIVES,instrument-function,0,live instrument function.
tools/stage5_fit_driver.py,176,function,git_head,git_head,SURVIVES,instrument-function,0,live instrument function.
tools/stage5_fit_driver.py,182,function,wir_covered_stems,wir_covered_stems,SURVIVES,instrument-function,0,live instrument function.
tools/stage5_fit_driver.py,191,function,score_mode,score_mode,SURVIVES,instrument-function,0,live instrument function.
tools/stage5_fit_driver.py,206,function,compute_split,compute_split,SURVIVES,instrument-function,0,live instrument function.
tools/stage5_fit_driver.py,232,function,split_scores_file,split_scores_file,SURVIVES,instrument-function,0,live instrument function.
tools/stage5_fit_driver.py,247,function,run,run,SURVIVES,instrument-function,0,live instrument function.
tools/stage5_fit_driver.py,251,function,write_override,write_override,SURVIVES,instrument-function,0,live instrument function.
tools/stage5_fit_driver.py,262,function,regen,regen,SURVIVES,instrument-function,0,live instrument function.
tools/stage5_fit_driver.py,276,function,measure,measure,SURVIVES,instrument-function,1,reads the a8 summary/mapping; root/rn/key% + per-run class map = the reproduce surface.
tools/stage5_fit_driver.py,301,function,evaluate,evaluate,SURVIVES,instrument-function,1,the objective+constraint evaluator; constraint = a8 robust-unit class-(b) non-increase + no new class-(b) case (NOT the batch stop the docstring names).
tools/stage5_fit_driver.py,340,function,ledger_append,ledger_append,SURVIVES,instrument-function,0,live instrument function.
tools/stage5_fit_driver.py,350,function,stable_row,stable_row,SURVIVES,instrument-function,0,live instrument function.
tools/stage5_fit_driver.py,356,function,perturbations_for,perturbations_for,SURVIVES,instrument-function,0,live instrument function.
tools/stage5_fit_driver.py,378,function,main,main,SURVIVES,instrument-function,0,live instrument function.
tools/stage5_fit_driver.py,473,function,eval_at,eval_at,SURVIVES,instrument-function,0,live instrument function.
tools/stage5_fit_driver.py,506,function,best_feasible,best_feasible,SURVIVES,instrument-function,0,live instrument function.
tools/analyze_inversion_errors.py,368,branch,if,<module-scope>,SURVIVES,control-flow,0,if branch in <module-scope>.
tools/analyze_inversion_errors.py,39,branch,if,_infer_quality,SURVIVES,control-flow,0,if branch in _infer_quality.
tools/analyze_inversion_errors.py,42,branch,if,_infer_quality,SURVIVES,control-flow,0,if branch in _infer_quality.
tools/analyze_inversion_errors.py,44,branch,if,_infer_quality,SURVIVES,control-flow,0,if branch in _infer_quality.
tools/analyze_inversion_errors.py,46,branch,if,_infer_quality,SURVIVES,control-flow,0,if branch in _infer_quality.
tools/analyze_inversion_errors.py,48,branch,if,_infer_quality,SURVIVES,control-flow,0,if branch in _infer_quality.
tools/analyze_inversion_errors.py,50,branch,if,_infer_quality,SURVIVES,control-flow,0,if branch in _infer_quality.
tools/analyze_inversion_errors.py,52,branch,if,_infer_quality,SURVIVES,control-flow,0,if branch in _infer_quality.
tools/analyze_inversion_errors.py,54,branch,if,_infer_quality,SURVIVES,control-flow,0,if branch in _infer_quality.
tools/analyze_inversion_errors.py,74,branch,if,main,SURVIVES,control-flow,0,if branch in main.
tools/analyze_inversion_errors.py,81,branch,if,main,SURVIVES,control-flow,0,if branch in main.
tools/analyze_inversion_errors.py,102,branch,if,main,SURVIVES,misleading-error-message,1,empty-input error prints 'No .ours.json files in tools/reports/corpus/' but the code actually reads corpus_dir (default tools/corpus/baroque) -- stale message path.
tools/analyze_inversion_errors.py,108,branch,if,main,SURVIVES,control-flow,0,if branch in main.
tools/analyze_inversion_errors.py,124,branch,for,main,SURVIVES,control-flow,0,for branch in main.
tools/analyze_inversion_errors.py,192,branch,if,main,SURVIVES,control-flow,0,if branch in main.
tools/analyze_inversion_errors.py,200,branch,if,main,SURVIVES,control-flow,0,if branch in main.
tools/analyze_inversion_errors.py,232,branch,for,main,SURVIVES,control-flow,0,for branch in main.
tools/analyze_inversion_errors.py,253,branch,for,main,SURVIVES,control-flow,0,for branch in main.
tools/analyze_inversion_errors.py,263,branch,for,main,SURVIVES,control-flow,0,for branch in main.
tools/analyze_inversion_errors.py,306,branch,for,main,SURVIVES,control-flow,0,for branch in main.
tools/analyze_inversion_errors.py,311,branch,if,main,SURVIVES,control-flow,0,if branch in main.
tools/analyze_inversion_errors.py,334,branch,for,main,SURVIVES,control-flow,0,for branch in main.
tools/analyze_inversion_errors.py,361,branch,if,main,SURVIVES,control-flow,0,if branch in main.
tools/analyze_inversion_errors.py,88,branch,try,main,SURVIVES,control-flow,0,try branch in main.
tools/analyze_inversion_errors.py,127,branch,if,main,SURVIVES,control-flow,0,if branch in main.
tools/analyze_inversion_errors.py,131,branch,try,main,SURVIVES,control-flow,0,try branch in main.
tools/analyze_inversion_errors.py,138,branch,if,main,SURVIVES,control-flow,0,if branch in main.
tools/analyze_inversion_errors.py,148,branch,if,main,SURVIVES,control-flow,0,if branch in main.
tools/analyze_inversion_errors.py,160,branch,for,main,SURVIVES,control-flow,0,for branch in main.
tools/analyze_inversion_errors.py,197,branch,ternary,main,SURVIVES,control-flow,0,ternary branch in main.
tools/analyze_inversion_errors.py,198,branch,ternary,main,SURVIVES,control-flow,0,ternary branch in main.
tools/analyze_inversion_errors.py,234,branch,if,main,SURVIVES,control-flow,0,if branch in main.
tools/analyze_inversion_errors.py,238,branch,for,main,SURVIVES,control-flow,0,for branch in main.
tools/analyze_inversion_errors.py,243,branch,if,main,SURVIVES,control-flow,0,if branch in main.
tools/analyze_inversion_errors.py,328,branch,for,_has_clean_alt,SURVIVES,control-flow,0,for branch in _has_clean_alt.
tools/analyze_inversion_errors.py,336,branch,if,main,SURVIVES,control-flow,0,if branch in main.
tools/analyze_inversion_errors.py,340,branch,if,main,SURVIVES,control-flow,0,if branch in main.
tools/analyze_inversion_errors.py,346,branch,if,main,SURVIVES,control-flow,0,if branch in main.
tools/analyze_inversion_errors.py,87,branch,ternary,main,SURVIVES,control-flow,0,ternary branch in main.
tools/analyze_inversion_errors.py,149,branch,try,main,SURVIVES,silent-failure-swallow,1,broad except/guard drops a score/region/value from the measurement denominator with no stderr signal (silent partial-coverage path).
tools/analyze_inversion_errors.py,156,branch,ternary,main,SURVIVES,control-flow,0,ternary branch in main.
tools/analyze_inversion_errors.py,162,branch,if,main,SURVIVES,control-flow,0,if branch in main.
tools/analyze_inversion_errors.py,168,branch,if,main,SURVIVES,control-flow,0,if branch in main.
tools/analyze_inversion_errors.py,174,branch,if,main,SURVIVES,control-flow,0,if branch in main.
tools/analyze_inversion_errors.py,241,branch,if,main,SURVIVES,control-flow,0,if branch in main.
tools/analyze_inversion_errors.py,330,branch,if,_has_clean_alt,SURVIVES,control-flow,0,if branch in _has_clean_alt.
tools/analyze_inversion_errors.py,178,branch,if,main,SURVIVES,control-flow,0,if branch in main.
tools/analyze_inversion_errors.py,176,branch,ternary,main,SURVIVES,control-flow,0,ternary branch in main.
tools/analyze_inversion_errors.py,179,branch,if,main,SURVIVES,control-flow,0,if branch in main.
tools/analyze_inversion_errors.py,177,branch,ternary,main,SURVIVES,control-flow,0,ternary branch in main.
tools/c1_reliability.py,413,branch,if,<module-scope>,SURVIVES,control-flow,0,if branch in <module-scope>.
tools/c1_reliability.py,79,branch,for,bin_curve,SURVIVES,control-flow,0,for branch in bin_curve.
tools/c1_reliability.py,89,branch,for,bin_curve,SURVIVES,control-flow,0,for branch in bin_curve.
tools/c1_reliability.py,109,branch,for,curve_diagnostics,SURVIVES,control-flow,0,for branch in curve_diagnostics.
tools/c1_reliability.py,115,branch,if,curve_diagnostics,SURVIVES,control-flow,0,if branch in curve_diagnostics.
tools/c1_reliability.py,119,branch,if,curve_diagnostics,SURVIVES,control-flow,0,if branch in curve_diagnostics.
tools/c1_reliability.py,134,branch,for,fmt_curve,SURVIVES,control-flow,0,for branch in fmt_curve.
tools/c1_reliability.py,144,branch,if,fmt_curve,SURVIVES,control-flow,0,if branch in fmt_curve.
tools/c1_reliability.py,159,branch,for,cells_with_region_conf,SURVIVES,control-flow,0,for branch in cells_with_region_conf.
tools/c1_reliability.py,167,branch,if,_load_wir,SURVIVES,control-flow,0,if branch in _load_wir.
tools/c1_reliability.py,169,branch,try,_load_wir,SURVIVES,silent-failure-swallow,1,broad except/guard drops a score/region/value from the measurement denominator with no stderr signal (silent partial-coverage path).
tools/c1_reliability.py,182,branch,for,measure_l3,SURVIVES,control-flow,0,for branch in measure_l3.
tools/c1_reliability.py,230,branch,for,measure_l4_l5,SURVIVES,control-flow,0,for branch in measure_l4_l5.
tools/c1_reliability.py,284,branch,for,measure_devbeds,SURVIVES,control-flow,0,for branch in measure_devbeds.
tools/c1_reliability.py,332,branch,if,_range,SURVIVES,control-flow,0,if branch in _range.
tools/c1_reliability.py,360,branch,for,main,SURVIVES,control-flow,0,for branch in main.
tools/c1_reliability.py,398,branch,for,main,SURVIVES,control-flow,0,for branch in main.
tools/c1_reliability.py,408,branch,if,main,SURVIVES,control-flow,0,if branch in main.
tools/c1_reliability.py,68,branch,ternary,squash,SURVIVES,control-flow,0,ternary branch in squash.
tools/c1_reliability.py,110,branch,if,curve_diagnostics,SURVIVES,control-flow,0,if branch in curve_diagnostics.
tools/c1_reliability.py,135,branch,if,fmt_curve,SURVIVES,control-flow,0,if branch in fmt_curve.
tools/c1_reliability.py,185,branch,if,measure_l3,SURVIVES,control-flow,0,if branch in measure_l3.
tools/c1_reliability.py,187,branch,try,measure_l3,SURVIVES,silent-failure-swallow,1,broad except/guard drops a score/region/value from the measurement denominator with no stderr signal (silent partial-coverage path).
tools/c1_reliability.py,191,branch,if,measure_l3,SURVIVES,control-flow,0,if branch in measure_l3.
tools/c1_reliability.py,195,branch,if,measure_l3,SURVIVES,control-flow,0,if branch in measure_l3.
tools/c1_reliability.py,201,branch,if,measure_l3,SURVIVES,control-flow,0,if branch in measure_l3.
tools/c1_reliability.py,207,branch,for,measure_l3,SURVIVES,control-flow,0,for branch in measure_l3.
tools/c1_reliability.py,232,branch,if,measure_l4_l5,SURVIVES,control-flow,0,if branch in measure_l4_l5.
tools/c1_reliability.py,235,branch,if,measure_l4_l5,SURVIVES,control-flow,0,if branch in measure_l4_l5.
tools/c1_reliability.py,237,branch,try,measure_l4_l5,SURVIVES,silent-failure-swallow,1,broad except/guard drops a score/region/value from the measurement denominator with no stderr signal (silent partial-coverage path).
tools/c1_reliability.py,241,branch,if,measure_l4_l5,SURVIVES,control-flow,0,if branch in measure_l4_l5.
tools/c1_reliability.py,245,branch,if,measure_l4_l5,SURVIVES,control-flow,0,if branch in measure_l4_l5.
tools/c1_reliability.py,254,branch,for,measure_l4_l5,SURVIVES,control-flow,0,for branch in measure_l4_l5.
tools/c1_reliability.py,259,branch,for,measure_l4_l5,SURVIVES,control-flow,0,for branch in measure_l4_l5.
tools/c1_reliability.py,264,branch,for,measure_l4_l5,SURVIVES,control-flow,0,for branch in measure_l4_l5.
tools/c1_reliability.py,286,branch,if,measure_devbeds,SURVIVES,control-flow,0,if branch in measure_devbeds.
tools/c1_reliability.py,288,branch,for,measure_devbeds,SURVIVES,control-flow,0,for branch in measure_devbeds.
tools/c1_reliability.py,365,branch,for,main,SURVIVES,control-flow,0,for branch in main.
tools/c1_reliability.py,374,branch,for,main,SURVIVES,control-flow,0,for branch in main.
tools/c1_reliability.py,90,branch,ternary,bin_curve,SURVIVES,control-flow,0,ternary branch in bin_curve.
tools/c1_reliability.py,91,branch,ternary,bin_curve,SURVIVES,control-flow,0,ternary branch in bin_curve.
tools/c1_reliability.py,127,branch,ternary,curve_diagnostics,SURVIVES,control-flow,0,ternary branch in curve_diagnostics.
tools/c1_reliability.py,196,branch,try,measure_l3,SURVIVES,silent-failure-swallow,1,broad except/guard drops a score/region/value from the measurement denominator with no stderr signal (silent partial-coverage path).
tools/c1_reliability.py,208,branch,if,measure_l3,SURVIVES,control-flow,0,if branch in measure_l3.
tools/c1_reliability.py,211,branch,if,measure_l3,SURVIVES,control-flow,0,if branch in measure_l3.
tools/c1_reliability.py,246,branch,try,measure_l4_l5,SURVIVES,silent-failure-swallow,1,broad except/guard drops a score/region/value from the measurement denominator with no stderr signal (silent partial-coverage path).
tools/c1_reliability.py,257,branch,if,measure_l4_l5,SURVIVES,control-flow,0,if branch in measure_l4_l5.
tools/c1_reliability.py,260,branch,if,measure_l4_l5,SURVIVES,control-flow,0,if branch in measure_l4_l5.
tools/c1_reliability.py,265,branch,if,measure_l4_l5,SURVIVES,control-flow,0,if branch in measure_l4_l5.
tools/c1_reliability.py,271,branch,if,measure_l4_l5,SURVIVES,control-flow,0,if branch in measure_l4_l5.
tools/c1_reliability.py,274,branch,ternary,measure_l4_l5,SURVIVES,control-flow,0,ternary branch in measure_l4_l5.
tools/c1_reliability.py,290,branch,if,measure_devbeds,SURVIVES,control-flow,0,if branch in measure_devbeds.
tools/c1_reliability.py,292,branch,try,measure_devbeds,SURVIVES,silent-failure-swallow,1,broad except/guard drops a score/region/value from the measurement denominator with no stderr signal (silent partial-coverage path).
tools/c1_reliability.py,302,branch,if,measure_devbeds,SURVIVES,control-flow,0,if branch in measure_devbeds.
tools/c1_reliability.py,317,branch,if,measure_devbeds,SURVIVES,control-flow,0,if branch in measure_devbeds.
tools/c1_reliability.py,161,branch,ternary,cells_with_region_conf,SURVIVES,control-flow,0,ternary branch in cells_with_region_conf.
tools/c1_reliability.py,214,branch,ternary,measure_l3,SURVIVES,control-flow,0,ternary branch in measure_l3.
tools/c1_reliability.py,305,branch,for,measure_devbeds,SURVIVES,control-flow,0,for branch in measure_devbeds.
tools/c1_reliability.py,319,branch,if,measure_devbeds,SURVIVES,control-flow,0,if branch in measure_devbeds.
tools/c1_reliability.py,95,branch,ternary,bin_curve,SURVIVES,control-flow,0,ternary branch in bin_curve.
tools/c1_reliability.py,143,branch,ternary,fmt_curve,SURVIVES,control-flow,0,ternary branch in fmt_curve.
tools/c1_reliability.py,322,branch,for,measure_devbeds,SURVIVES,control-flow,0,for branch in measure_devbeds.
tools/c1_reliability.py,268,branch,ternary,measure_l4_l5,SURVIVES,control-flow,0,ternary branch in measure_l4_l5.
tools/c1_reliability.py,269,branch,ternary,measure_l4_l5,SURVIVES,control-flow,0,ternary branch in measure_l4_l5.
tools/c1_reliability.py,309,branch,ternary,measure_devbeds,SURVIVES,control-flow,0,ternary branch in measure_devbeds.
tools/c1_reliability.py,325,branch,ternary,measure_devbeds,SURVIVES,control-flow,0,ternary branch in measure_devbeds.
tools/calibration_fit.py,341,branch,if,<module-scope>,SURVIVES,control-flow,0,if branch in <module-scope>.
tools/calibration_fit.py,57,branch,try,_corpus_git_hash,SURVIVES,silent-failure-swallow,1,broad except/guard drops a score/region/value from the measurement denominator with no stderr signal (silent partial-coverage path).
tools/calibration_fit.py,69,branch,for,collect_l3,SURVIVES,control-flow,0,for branch in collect_l3.
tools/calibration_fit.py,112,branch,for,collect_l4,SURVIVES,control-flow,0,for branch in collect_l4.
tools/calibration_fit.py,182,branch,if,apply_map,SURVIVES,control-flow,0,if branch in apply_map.
tools/calibration_fit.py,191,branch,if,curve_at,SURVIVES,control-flow,0,if branch in curve_at.
tools/calibration_fit.py,199,branch,if,fit_row,SURVIVES,control-flow,0,if branch in fit_row.
tools/calibration_fit.py,231,branch,if,fit_row,SURVIVES,control-flow,0,if branch in fit_row.
tools/calibration_fit.py,310,branch,for,main,SURVIVES,control-flow,0,for branch in main.
tools/calibration_fit.py,337,branch,for,main,SURVIVES,control-flow,0,for branch in main.
tools/calibration_fit.py,72,branch,if,collect_l3,SURVIVES,control-flow,0,if branch in collect_l3.
tools/calibration_fit.py,75,branch,if,collect_l3,SURVIVES,control-flow,0,if branch in collect_l3.
tools/calibration_fit.py,77,branch,try,collect_l3,SURVIVES,silent-failure-swallow,1,broad except/guard drops a score/region/value from the measurement denominator with no stderr signal (silent partial-coverage path).
tools/calibration_fit.py,81,branch,if,collect_l3,SURVIVES,control-flow,0,if branch in collect_l3.
tools/calibration_fit.py,85,branch,if,collect_l3,SURVIVES,control-flow,0,if branch in collect_l3.
tools/calibration_fit.py,91,branch,if,collect_l3,SURVIVES,control-flow,0,if branch in collect_l3.
tools/calibration_fit.py,96,branch,for,collect_l3,SURVIVES,control-flow,0,for branch in collect_l3.
tools/calibration_fit.py,114,branch,if,collect_l4,SURVIVES,control-flow,0,if branch in collect_l4.
tools/calibration_fit.py,117,branch,if,collect_l4,SURVIVES,control-flow,0,if branch in collect_l4.
tools/calibration_fit.py,120,branch,if,collect_l4,SURVIVES,control-flow,0,if branch in collect_l4.
tools/calibration_fit.py,122,branch,try,collect_l4,SURVIVES,silent-failure-swallow,1,broad except/guard drops a score/region/value from the measurement denominator with no stderr signal (silent partial-coverage path).
tools/calibration_fit.py,126,branch,if,collect_l4,SURVIVES,control-flow,0,if branch in collect_l4.
tools/calibration_fit.py,130,branch,if,collect_l4,SURVIVES,control-flow,0,if branch in collect_l4.
tools/calibration_fit.py,138,branch,for,collect_l4,SURVIVES,control-flow,0,for branch in collect_l4.
tools/calibration_fit.py,222,branch,ternary,fit_row,SURVIVES,control-flow,0,ternary branch in fit_row.
tools/calibration_fit.py,227,branch,ternary,fit_row,SURVIVES,control-flow,0,ternary branch in fit_row.
tools/calibration_fit.py,321,branch,if,main,SURVIVES,control-flow,0,if branch in main.
tools/calibration_fit.py,331,branch,if,main,SURVIVES,control-flow,0,if branch in main.
tools/calibration_fit.py,86,branch,try,collect_l3,SURVIVES,silent-failure-swallow,1,broad except/guard drops a score/region/value from the measurement denominator with no stderr signal (silent partial-coverage path).
tools/calibration_fit.py,97,branch,if,collect_l3,SURVIVES,control-flow,0,if branch in collect_l3.
tools/calibration_fit.py,100,branch,if,collect_l3,SURVIVES,control-flow,0,if branch in collect_l3.
tools/calibration_fit.py,131,branch,try,collect_l4,SURVIVES,silent-failure-swallow,1,broad except/guard drops a score/region/value from the measurement denominator with no stderr signal (silent partial-coverage path).
tools/calibration_fit.py,139,branch,if,collect_l4,SURVIVES,control-flow,0,if branch in collect_l4.
tools/calibration_fit.py,102,branch,ternary,collect_l3,SURVIVES,control-flow,0,ternary branch in collect_l3.
tools/calibration_fit.py,142,branch,ternary,collect_l4,SURVIVES,control-flow,0,ternary branch in collect_l4.
tools/music21_batch.py,41,branch,try,<module-scope>,SURVIVES,control-flow,0,try branch in <module-scope>.
tools/music21_batch.py,48,branch,try,<module-scope>,SURVIVES,control-flow,0,try branch in <module-scope>.
tools/music21_batch.py,59,branch,try,<module-scope>,SURVIVES,control-flow,0,try branch in <module-scope>.
tools/music21_batch.py,527,branch,if,<module-scope>,SURVIVES,control-flow,0,if branch in <module-scope>.
tools/music21_batch.py,92,branch,if,_is_bach_chorale,SURVIVES,control-flow,0,if branch in _is_bach_chorale.
tools/music21_batch.py,97,branch,for,_is_bach_chorale,SURVIVES,control-flow,0,for branch in _is_bach_chorale.
tools/music21_batch.py,103,branch,if,_is_bach_chorale,SURVIVES,control-flow,0,if branch in _is_bach_chorale.
tools/music21_batch.py,107,branch,try,_is_bach_chorale,SURVIVES,control-flow,0,try branch in _is_bach_chorale.
tools/music21_batch.py,119,branch,if,_chorale_reject_reason,SURVIVES,control-flow,0,if branch in _chorale_reject_reason.
tools/music21_batch.py,122,branch,for,_chorale_reject_reason,SURVIVES,control-flow,0,for branch in _chorale_reject_reason.
tools/music21_batch.py,126,branch,if,_chorale_reject_reason,SURVIVES,control-flow,0,if branch in _chorale_reject_reason.
tools/music21_batch.py,128,branch,try,_chorale_reject_reason,SURVIVES,control-flow,0,try branch in _chorale_reject_reason.
tools/music21_batch.py,160,branch,if,_key_to_str,SURVIVES,control-flow,0,if branch in _key_to_str.
tools/music21_batch.py,181,branch,try,analyze_chorale,SURVIVES,control-flow,0,try branch in analyze_chorale.
tools/music21_batch.py,190,branch,if,analyze_chorale,SURVIVES,control-flow,0,if branch in analyze_chorale.
tools/music21_batch.py,199,branch,try,analyze_chorale,SURVIVES,silent-failure-swallow,1,broad except/guard drops a score/region/value from the measurement denominator with no stderr signal (silent partial-coverage path).
tools/music21_batch.py,212,branch,for,analyze_chorale,SURVIVES,control-flow,0,for branch in analyze_chorale.
tools/music21_batch.py,293,branch,if,stem_from_corpus_path,SURVIVES,control-flow,0,if branch in stem_from_corpus_path.
tools/music21_batch.py,297,branch,try,stem_from_corpus_path,SURVIVES,control-flow,0,try branch in stem_from_corpus_path.
tools/music21_batch.py,310,branch,for,stem_from_corpus_path,SURVIVES,control-flow,0,for branch in stem_from_corpus_path.
tools/music21_batch.py,315,branch,if,stem_from_corpus_path,SURVIVES,control-flow,0,if branch in stem_from_corpus_path.
tools/music21_batch.py,331,branch,try,get_composer_paths,SURVIVES,control-flow,0,try branch in get_composer_paths.
tools/music21_batch.py,337,branch,for,get_composer_paths,SURVIVES,control-flow,0,for branch in get_composer_paths.
tools/music21_batch.py,357,branch,try,run_single,SURVIVES,control-flow,0,try branch in run_single.
tools/music21_batch.py,374,branch,for,run_single,SURVIVES,control-flow,0,for branch in run_single.
tools/music21_batch.py,400,branch,if,process_chorale,SURVIVES,control-flow,0,if branch in process_chorale.
tools/music21_batch.py,411,branch,if,process_chorale,SURVIVES,control-flow,0,if branch in process_chorale.
tools/music21_batch.py,430,branch,try,process_chorale,SURVIVES,control-flow,0,try branch in process_chorale.
tools/music21_batch.py,449,branch,if,run_batch,SURVIVES,control-flow,0,if branch in run_batch.
tools/music21_batch.py,457,branch,if,run_batch,SURVIVES,control-flow,0,if branch in run_batch.
tools/music21_batch.py,465,branch,for,run_batch,SURVIVES,control-flow,0,for branch in run_batch.
tools/music21_batch.py,496,branch,if,run_batch,SURVIVES,control-flow,0,if branch in run_batch.
tools/music21_batch.py,521,branch,if,main,SURVIVES,control-flow,0,if branch in main.
tools/music21_batch.py,98,branch,if,_is_bach_chorale,SURVIVES,control-flow,0,if branch in _is_bach_chorale.
